Unnamed: 0,Date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,Location,Area,Depth,Width,longitude,latitude,altitude,Dangerous
0,12/31/2024,-10.9,-21.7,0.0,12.0,5.0,0,0,0,0,0,0,-10.9,-10.9,-10.9,-21.7,8.6,50.0,50.0,0.0,1013.25,-10.9,10.0,189,8.6,Murdock Peak,Murdock Peak,"18""",0,-111.604647,40.693559,0,True
0,12/31/2024,4.9,-3.7,0.0,12.0,5.0,0,0,0,0,0,0,4.9,4.9,4.9,-3.7,16.7,50.0,50.0,0.0,1013.25,4.9,10.0,359,16.7,Bear Trap,Bear Trap,"12""",0,-113.118597,37.430759,0,True
0,12/31/2024,2.2,-5.1,0.0,12.0,5.0,0,0,0,0,0,0,2.2,2.2,2.2,-5.1,8.3,50.0,50.0,0.0,1013.25,2.2,10.0,97,8.3,Butler Basin,Butler Basin,3',0,-109.8005656,38.00155435,0,True
0,12/30/2024,-6.6,-19.4,0.0,12.0,5.0,0,0,0,0,0,0,-6.6,-6.6,-6.6,-19.4,17.8,50.0,50.0,5.4,1013.25,-6.6,10.0,247,17.8,Mill D North,Mill D North,2',0,-111.610573,40.660987,0,True
0,12/30/2024,0.7,-11.5,0.0,12.0,5.0,0,0,0,0,0,0,0.7,0.7,0.7,-11.5,7.9,50.0,50.0,2.1,1013.25,0.7,10.0,96,7.9,White Pine,White Pine,2.5',0,-112.0293301,41.147734,0,True
0,12/29/2024,13.1,-0.0,0.0,12.0,5.0,0,0,0,0,0,0,13.1,13.1,13.1,13.1,12.6,50.0,50.0,0.0,1013.25,13.1,10.0,152,12.6,Moonlight,Moonlight,,0,-110.3131012,37.0346083,0,True
0,12/29/2024,7.7,-1.6,0.0,12.0,5.0,0,0,0,0,0,0,7.7,7.7,7.7,-1.6,12.6,50.0,50.0,0.0,1013.25,7.7,10.0,225,12.6,West Monitor,West Monitor,,0,-109.7356695,38.6605375,0,True
0,12/29/2024,9.7,2.8,0.0,12.0,5.0,0,0,0,0,0,0,9.7,9.7,9.7,2.8,9.6,50.0,50.0,5.5,1013.25,9.7,10.0,219,9.6,East Bowl,East Bowl,3',0,-111.677609,40.326168,0,True
0,12/29/2024,3.4,-2.8,0.0,12.0,5.0,0,0,0,0,0,0,3.4,3.4,3.4,-2.8,9.2,50.0,50.0,1.0,1013.25,3.4,10.0,194,9.2,Bonanza Flats,Bonanza Flats,3',0,-109.1773388,40.0210781,0,True
0,12/29/2024,7.6,1.6,0.0,12.0,5.0,0,0,0,0,0,0,7.6,7.6,7.6,1.6,20.4,50.0,50.0,3.7,1013.25,7.6,10.0,196,20.4,No Name Bowl,No Name Bowl,2.5',0,-112.035156,40.5208607,0,True
0,12/29/2024,8.5,2.5,0.0,12.0,5.0,0,0,0,0,0,0,8.5,8.5,8.5,2.5,20.4,50.0,50.0,3.7,1013.25,8.5,10.0,196,20.4,Meadows,Meadows,2.5',0,-111.9471139,40.5218341,0,True
0,12/29/2024,0.3,-7.7,0.0,12.0,5.0,0,0,0,0,0,0,0.3,0.3,0.3,-7.7,22.7,50.0,50.0,15.7,1013.25,0.3,10.0,234,22.7,Scott Hill,Scott Hill,"18""",0,-111.5671427,40.6243952,0,True
0,12/29/2024,7.6,-2.3,0.0,12.0,5.0,0,0,0,0,0,0,7.6,7.6,7.6,-2.3,10.8,50.0,50.0,14.5,1013.25,7.6,10.0,115,10.8,White Pine,White Pine,4',0,-112.0293301,41.147734,0,True
0,12/29/2024,12.3,0.9,0.0,12.0,5.0,0,0,0,0,0,0,12.3,12.3,12.3,0.9,24.6,50.0,50.0,4.6,1013.25,12.3,10.0,169,24.6,West Bowl,West Bowl,"12""",0,-112.0336661,40.7038705,0,True
0,12/28/2024,-2.8,-8.9,0.0,12.0,5.0,0,0,0,0,0,0,-2.8,-2.8,-2.8,-8.9,15.4,50.0,50.0,14.4,1013.25,-2.8,10.0,245,15.4,Kessler Peak,Kessler Peak,"12""",0,-111.6687569,40.6251165,0,True
0,12/28/2024,-3.3,-9.4,0.0,12.0,5.0,0,0,0,0,0,0,-3.3,-3.3,-3.3,-9.4,15.4,50.0,50.0,14.4,1013.25,-3.3,10.0,245,15.4,Sunset Peak,Sunset Peak,,0,-111.5936177,40.5771083,0,True
0,12/28/2024,7.3,2.2,0.0,12.0,5.0,0,0,0,0,0,0,7.3,7.3,7.3,2.2,23.2,50.0,50.0,8.8,1013.25,7.3,10.0,155,23.2,Willows,Willows,4',0,-111.8693786,40.5768927,0,True
0,12/28/2024,-2.4,-8.5,0.0,12.0,5.0,0,0,0,0,0,0,-2.4,-2.4,-2.4,-8.5,15.4,50.0,50.0,14.4,1013.25,-2.4,10.0,245,15.4,Twin Lakes Pass,Twin Lakes Pass,3',0,-111.609145,40.5945855,0,True
0,12/28/2024,8.1,-1.9,0.0,12.0,5.0,0,0,0,0,0,0,8.1,8.1,8.1,-1.9,9.2,50.0,50.0,0.0,1013.25,8.1,10.0,66,9.2,Snake Creek,Snake Creek,,0,-109.6782053,37.2787425,0,True
0,12/28/2024,2.5,-0.8,0.0,12.0,5.0,0,0,0,0,0,0,2.5,2.5,2.5,-0.8,6.4,50.0,50.0,16.4,1013.25,2.5,10.0,193,6.4,White Pine Canyon,White Pine Canyon,"10""",0,-111.624233,41.3040279,0,True
0,12/26/2024,-1.4,-13.8,0.0,12.0,5.0,0,0,0,0,0,0,-1.4,-1.4,-1.4,-13.8,18.2,50.0,50.0,6.1,1013.25,-1.4,10.0,231,18.2,Reynolds Peak,Reynolds Peak,"16""",0,-111.645712,40.6620683,0,True
0,12/17/2024,2.4,-9.0,0.0,12.0,5.0,0,0,0,0,0,0,2.4,2.4,2.4,-9.0,11.5,50.0,50.0,0.1,1013.25,2.4,10.0,268,11.5,Main Days,Main Days,2',0,-111.464035,40.134356,0,True
0,12/15/2024,-4.9,-13.0,0.0,12.0,5.0,0,0,0,0,0,0,-4.9,-4.9,-4.9,-13.0,17.1,50.0,50.0,11.3,1013.25,-4.9,10.0,234,17.1,Alexander Basin,Alexander Basin,"12""",0,-111.6770983,40.6783598,0,True
0,12/15/2024,-8.5,-16.8,0.0,12.0,5.0,0,0,0,0,0,0,-8.5,-8.5,-8.5,-16.8,16.5,50.0,50.0,11.0,1013.25,-8.5,10.0,254,16.5,Cardiff Peak,Cardiff Peak,"16""",0,-111.6528203,40.5950092,0,True
0,12/15/2024,-5.4,-13.6,0.0,12.0,5.0,0,0,0,0,0,0,-5.4,-5.4,-5.4,-13.6,16.5,50.0,50.0,11.0,1013.25,-5.4,10.0,254,16.5,Silver Fork,Silver Fork,"12""",0,-111.6195606,40.6181712,0,True
0,12/15/2024,-7.5,-15.7,0.0,12.0,5.0,0,0,0,0,0,0,-7.5,-7.5,-7.5,-15.7,16.5,50.0,50.0,11.0,1013.25,-7.5,10.0,254,16.5,Grizzly Gulch,Grizzly Gulch,"16""",0,-111.6176169,40.5945374,0,True
0,12/15/2024,7.6,-1.0,0.0,12.0,5.0,0,0,0,0,0,0,7.6,7.6,7.6,-1.0,6.6,50.0,50.0,0.0,1013.25,7.6,10.0,256,6.6,West Monitor,West Monitor,"15""",0,-109.7356695,38.6605375,0,True
0,12/9/2024,-4.2,-12.4,0.0,12.0,5.0,0,0,0,0,0,0,-4.2,-4.2,-4.2,-12.4,14.5,50.0,50.0,0.9,1013.25,-4.2,10.0,323,14.5,Mill B South,Mill B South,"6""",0,-111.7143584,39.4225192,0,True
0,11/28/2024,2.1,-4.7,0.0,12.0,5.0,0,0,0,0,0,0,2.1,2.1,2.1,-4.7,8.1,50.0,50.0,0.0,1013.25,2.1,10.0,350,8.1,West Monitor,West Monitor,"18""",0,-109.7356695,38.6605375,0,True
0,11/27/2024,-8.0,-19.9,0.0,12.0,5.0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-19.9,10.9,50.0,50.0,0.5,1013.25,-8.0,10.0,274,10.9,Davenport Hill,Davenport Hill,"12""",0,-111.6221452,40.599395,0,True
0,11/27/2024,-5.8,-17.7,0.0,12.0,5.0,0,0,0,0,0,0,-5.8,-5.8,-5.8,-17.7,10.9,50.0,50.0,0.5,1013.25,-5.8,10.0,274,10.9,Honeycomb,Honeycomb,2.5',0,-111.6111706,40.6122585,0,True
0,11/27/2024,0.5,-7.8,0.0,12.0,5.0,0,0,0,0,0,0,0.5,0.5,0.5,-7.8,7.6,50.0,50.0,0.8,1013.25,0.5,10.0,20,7.6,White Pine,White Pine,2',0,-112.0293301,41.147734,0,True
0,11/26/2024,4.3,-0.6,0.0,12.0,5.0,0,0,0,0,0,0,4.3,4.3,4.3,-0.6,11.3,50.0,50.0,4.8,1013.25,4.3,10.0,252,11.3,Rocky Point,Rocky Point,"4""",0,-114.0150068,40.3116003,0,True
0,11/26/2024,6.2,1.4,0.0,12.0,5.0,0,0,0,0,0,0,6.2,6.2,6.2,1.4,13.3,50.0,50.0,8.2,1013.25,6.2,10.0,153,13.3,Superior,Superior,,0,-111.9164388,40.799927,0,True
0,11/24/2024,-5.4,-17.3,0.0,12.0,5.0,0,0,0,0,0,0,-5.4,-5.4,-5.4,-17.3,8.9,50.0,50.0,8.0,1013.25,-5.4,10.0,260,8.9,Grizzly Gulch,Grizzly Gulch,"4""",0,-111.6176169,40.5945374,0,True
0,11/16/2024,-8.5,-16.7,0.0,12.0,5.0,0,0,0,0,0,0,-8.5,-8.5,-8.5,-16.7,10.0,50.0,50.0,4.0,1013.25,-8.5,10.0,286,10.0,Davenport Hill,Davenport Hill,"12""",0,-111.6221452,40.599395,0,True
0,6/2/2024,27.2,15.2,0.0,12.0,5.0,0,0,0,0,0,0,27.2,27.2,27.2,15.2,16.3,50.0,50.0,0.0,1013.25,27.2,10.0,128,16.3,Salt Lake,Salt Lake,"5""",0,-111.9103124,40.6632297,0,True
0,5/26/2024,16.9,1.4,0.0,12.0,5.0,0,0,0,0,0,0,16.9,16.9,16.9,1.4,17.7,50.0,50.0,0.0,1013.25,16.9,10.0,307,17.7,Mill B South,Mill B South,,0,-111.7143584,39.4225192,0,True
0,5/19/2024,20.2,11.0,0.0,12.0,5.0,0,0,0,0,0,0,20.2,20.2,20.2,11.0,16.9,50.0,50.0,0.0,1013.25,20.2,10.0,304,16.9,Baldy,Baldy,"4""",0,-113.4094176,39.1921732,0,True
0,5/14/2024,20.8,9.8,0.0,12.0,5.0,0,0,0,0,0,0,20.8,20.8,20.8,9.8,23.9,50.0,50.0,0.6,1013.25,20.8,10.0,351,23.9,Toledo Bowl,Toledo Bowl,"6""",0,-112.035156,40.5208607,0,True
0,5/13/2024,20.9,8.1,0.0,12.0,5.0,0,0,0,0,0,0,20.9,20.9,20.9,8.1,17.9,50.0,50.0,0.3,1013.25,20.9,10.0,279,17.9,Little Cottonwood Canyon,Little Cottonwood Canyon,"8""",0,-109.0738217,37.7801637,0,True
0,5/12/2024,18.0,3.9,0.0,12.0,5.0,0,0,0,0,0,0,18.0,18.0,18.0,3.9,27.0,50.0,50.0,0.3,1013.25,18.0,10.0,11,27.0,Little Cottonwood Canyon,Little Cottonwood Canyon,"6""",0,-109.0738217,37.7801637,0,True
0,5/9/2024,0.9,-9.4,0.0,12.0,5.0,0,0,0,0,0,0,0.9,0.9,0.9,-9.4,10.2,50.0,50.0,3.9,1013.25,0.9,10.0,27,10.2,Bells Canyon,Bells Canyon,2',0,-111.7501542,40.5410271,0,True
0,5/6/2024,-4.3,-9.5,0.0,12.0,5.0,0,0,0,0,0,0,-4.3,-4.3,-4.3,-9.5,18.9,50.0,50.0,16.9,1013.25,-4.3,10.0,269,18.9,Twin Lakes Pass,Twin Lakes Pass,2',0,-111.609145,40.5945855,0,True
0,5/4/2024,7.7,-9.9,0.0,12.0,5.0,0,0,0,0,0,0,7.7,7.7,7.7,-9.9,12.9,50.0,50.0,0.0,1013.25,7.7,10.0,173,12.9,Broads Fork,Broads Fork,,0,-111.7156044,40.6043718,0,True
0,4/27/2024,3.6,-2.7,0.0,12.0,5.0,0,0,0,0,0,0,3.6,3.6,3.6,-2.7,13.2,50.0,50.0,7.2,1013.25,3.6,10.0,323,13.2,Baldy,Baldy,"6""",0,-113.4094176,39.1921732,0,True
0,4/27/2024,10.0,4.7,0.0,12.0,5.0,0,0,0,0,0,0,10.0,10.0,10.0,4.7,13.8,50.0,50.0,6.6,1013.25,10.0,10.0,265,13.8,East Bowl,East Bowl,"5""",0,-111.677609,40.326168,0,True
0,4/27/2024,0.1,-1.5,0.0,12.0,5.0,0,0,0,0,0,0,0.1,0.1,0.1,-1.5,8.6,50.0,50.0,7.9,1013.25,0.1,10.0,283,8.6,Alta Ski Area,Alta Ski Area,"3""",0,-111.6384012,40.5882366,0,True
0,4/22/2024,20.9,7.6,0.0,12.0,5.0,0,0,0,0,0,0,20.9,20.9,20.9,7.6,13.5,50.0,50.0,0.0,1013.25,20.9,10.0,308,13.5,Superior,Superior,"16""",0,-111.9164388,40.799927,0,True
0,4/22/2024,14.2,3.5,0.0,12.0,5.0,0,0,0,0,0,0,14.2,14.2,14.2,3.5,8.3,50.0,50.0,0.0,1013.25,14.2,10.0,344,8.3,Stairs Gulch,Stairs Gulch,,0,-111.7382043,40.6156207,0,True
0,4/20/2024,19.3,2.4,0.0,12.0,5.0,0,0,0,0,0,0,19.3,19.3,19.3,2.4,14.1,50.0,50.0,0.0,1013.25,19.3,10.0,33,14.1,Little Superior,Little Superior,"12""",0,-111.9164388,40.799927,0,True
0,4/14/2024,3.2,-4.6,0.0,12.0,5.0,0,0,0,0,0,0,3.2,3.2,3.2,-4.6,10.2,50.0,50.0,1.7,1013.25,3.2,10.0,192,10.2,Gobblers,Gobblers,,0,-111.682808,40.67074,0,True
0,4/13/2024,7.7,2.6,0.0,12.0,5.0,0,0,0,0,0,0,7.7,7.7,7.7,2.6,15.8,50.0,50.0,0.1,1013.25,7.7,10.0,214,15.8,Broads Fork,Broads Fork,5',0,-111.7156044,40.6043718,0,True
0,4/11/2024,11.7,0.5,0.0,12.0,5.0,0,0,0,0,0,0,11.7,11.7,11.7,0.5,7.1,50.0,50.0,0.0,1013.25,11.7,10.0,119,7.1,Hellgate,Hellgate,"18""",0,-111.4162774,41.1602453,0,True
0,4/10/2024,11.8,-0.5,0.0,12.0,5.0,0,0,0,0,0,0,11.8,11.8,11.8,-0.5,19.9,50.0,50.0,0.0,1013.25,11.8,10.0,307,19.9,Dutch Draw,Dutch Draw,"4""",0,-109.4192889,40.9361428,0,True
0,4/10/2024,6.9,-2.6,0.0,12.0,5.0,0,0,0,0,0,0,6.9,6.9,6.9,-2.6,7.2,50.0,50.0,0.0,1013.25,6.9,10.0,354,7.2,Little Pine,Little Pine,,0,-111.7143584,39.4225192,0,True
0,4/8/2024,-3.4,-10.7,0.0,12.0,5.0,0,0,0,0,0,0,-3.4,-3.4,-3.4,-10.7,10.9,50.0,50.0,0.2,1013.25,-3.4,10.0,298,10.9,Mill D North,Mill D North,"6""",0,-111.610573,40.660987,0,True
0,4/8/2024,-5.4,-12.7,0.0,12.0,5.0,0,0,0,0,0,0,-5.4,-5.4,-5.4,-12.7,10.9,50.0,50.0,0.2,1013.25,-5.4,10.0,298,10.9,Gobblers Knob,Gobblers Knob,,0,-111.682808,40.67074,0,True
0,4/3/2024,15.8,1.5,0.0,12.0,5.0,0,0,0,0,0,0,15.8,15.8,15.8,1.5,17.8,50.0,50.0,0.0,1013.25,15.8,10.0,14,17.8,Little Cottonwood Canyon,Little Cottonwood Canyon,,0,-109.0738217,37.7801637,0,True
0,4/2/2024,13.9,-1.7,0.0,12.0,5.0,0,0,0,0,0,0,13.9,13.9,13.9,-1.7,12.6,50.0,50.0,0.0,1013.25,13.9,10.0,75,12.6,Circle Awl,Circle Awl,,0,-111.9793968,40.7352412,0,True
0,4/2/2024,-1.6,-10.5,0.0,12.0,5.0,0,0,0,0,0,0,-1.6,-1.6,-1.6,-10.5,10.0,50.0,50.0,0.0,1013.25,-1.6,10.0,304,10.0,Tuscarora,Tuscarora,,0,-111.5987748,40.5845206,0,True
0,4/2/2024,13.3,-3.0,0.0,12.0,5.0,0,0,0,0,0,0,13.3,13.3,13.3,-3.0,14.1,50.0,50.0,0.0,1013.25,13.3,10.0,62,14.1,Superior,Superior,,0,-111.9164388,40.799927,0,True
0,4/1/2024,9.4,-2.5,0.0,12.0,5.0,0,0,0,0,0,0,9.4,9.4,9.4,-2.5,17.8,50.0,50.0,0.3,1013.25,9.4,10.0,6,17.8,White Pine,White Pine,"11""",0,-112.0293301,41.147734,0,True
0,4/1/2024,-5.4,-11.9,0.0,12.0,5.0,0,0,0,0,0,0,-5.4,-5.4,-5.4,-11.9,12.6,50.0,50.0,1.3,1013.25,-5.4,10.0,295,12.6,Raymond Peak,Raymond Peak,"10""",0,-111.7020519,40.6585713,0,True
0,3/31/2024,-0.7,-7.2,0.0,12.0,5.0,0,0,0,0,0,0,-0.7,-0.7,-0.7,-7.2,15.9,50.0,50.0,13.1,1013.25,-0.7,10.0,198,15.9,Days Fork,Days Fork,"10""",0,-111.6364591,40.621971,0,True
0,3/31/2024,1.6,-5.5,0.0,12.0,5.0,0,0,0,0,0,0,1.6,1.6,1.6,-5.5,18.3,50.0,50.0,7.9,1013.25,1.6,10.0,199,18.3,Main Days,Main Days,"8""",0,-111.464035,40.134356,0,True
0,3/31/2024,6.8,-0.2,0.0,12.0,5.0,0,0,0,0,0,0,6.8,6.8,6.8,-0.2,24.1,50.0,50.0,2.7,1013.25,6.8,10.0,176,24.1,Microwave,Microwave,"12""",0,-111.8017566,40.7499823,0,True
0,3/31/2024,-0.5,-7.0,0.0,12.0,5.0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-7.0,15.9,50.0,50.0,13.1,1013.25,-0.5,10.0,198,15.9,Argenta,Argenta,"10""",0,-111.5976811,40.6233813,0,True
0,3/31/2024,1.7,-2.5,0.0,12.0,5.0,0,0,0,0,0,0,1.7,1.7,1.7,-2.5,20.2,50.0,50.0,2.5,1013.25,1.7,10.0,191,20.2,Neffs,Neffs,"6""",0,-111.7501551,40.6731884,0,True
0,3/31/2024,8.0,1.0,0.0,12.0,5.0,0,0,0,0,0,0,8.0,8.0,8.0,1.0,20.1,50.0,50.0,15.3,1013.25,8.0,10.0,144,20.1,White Pine,White Pine,"10""",0,-112.0293301,41.147734,0,True
0,3/31/2024,-4.0,-9.1,0.0,12.0,5.0,0,0,0,0,0,0,-4.0,-4.0,-4.0,-9.1,16.1,50.0,50.0,14.1,1013.25,-4.0,10.0,217,16.1,Twin Lakes Pass,Twin Lakes Pass,"8""",0,-111.609145,40.5945855,0,True
0,3/31/2024,0.3,-6.2,0.0,12.0,5.0,0,0,0,0,0,0,0.3,0.3,0.3,-6.2,14.8,50.0,50.0,12.4,1013.25,0.3,10.0,220,14.8,East Couloir,East Couloir,"20""",0,-111.601565,40.2926764,0,True
0,3/31/2024,-0.5,-7.6,0.0,12.0,5.0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-7.6,13.0,50.0,50.0,11.6,1013.25,-0.5,10.0,198,13.0,Mt Aire,Mt Aire,,0,-111.695302,40.720283,0,True
0,3/30/2024,10.7,2.9,0.0,12.0,5.0,0,0,0,0,0,0,10.7,10.7,10.7,2.9,20.1,50.0,50.0,7.8,1013.25,10.7,10.0,122,20.1,Little Superior,Little Superior,"10""",0,-111.9164388,40.799927,0,True
0,3/30/2024,0.4,-4.0,0.0,12.0,5.0,0,0,0,0,0,0,0.4,0.4,0.4,-4.0,10.5,50.0,50.0,14.4,1013.25,0.4,10.0,204,10.5,Days Fork,Days Fork,"6""",0,-111.6364591,40.621971,0,True
0,3/30/2024,-0.3,-4.8,0.0,12.0,5.0,0,0,0,0,0,0,-0.3,-0.3,-0.3,-4.8,11.9,50.0,50.0,13.9,1013.25,-0.3,10.0,202,11.9,Silver Fork,Silver Fork,"12""",0,-111.6195606,40.6181712,0,True
0,3/30/2024,10.9,4.2,0.0,12.0,5.0,0,0,0,0,0,0,10.9,10.9,10.9,4.2,16.8,50.0,50.0,12.2,1013.25,10.9,10.0,197,16.8,Pink Pine,Pink Pine,"8""",0,-111.8943205,40.5617153,0,True
0,3/30/2024,1.2,-3.2,0.0,12.0,5.0,0,0,0,0,0,0,1.2,1.2,1.2,-3.2,10.5,50.0,50.0,14.4,1013.25,1.2,10.0,204,10.5,Mineral Fork,Mineral Fork,"10""",0,-111.6853502,40.6210541,0,True
0,3/29/2024,6.7,-2.1,0.0,12.0,5.0,0,0,0,0,0,0,6.7,6.7,6.7,-2.1,10.7,50.0,50.0,2.5,1013.25,6.7,10.0,37,10.7,East Bowl,East Bowl,"4""",0,-111.677609,40.326168,0,True
0,3/28/2024,17.4,0.1,0.0,12.0,5.0,0,0,0,0,0,0,17.4,17.4,17.4,0.1,33.1,50.0,50.0,0.0,1013.25,17.4,10.0,203,33.1,Hidden Canyon,Hidden Canyon,"7""",0,-109.7869074,38.7292127,0,True
0,3/27/2024,10.1,-4.1,0.0,12.0,5.0,0,0,0,0,0,0,10.1,10.1,10.1,-4.1,25.4,50.0,50.0,4.1,1013.25,10.1,10.0,138,25.4,Superior,Superior,"14""",0,-111.9164388,40.799927,0,True
0,3/27/2024,-6.5,-16.0,0.0,12.0,5.0,0,0,0,0,0,0,-6.5,-6.5,-6.5,-16.0,12.2,50.0,50.0,0.9,1013.25,-6.5,10.0,241,12.2,Monte Cristo,Monte Cristo,"18""",0,-111.6713168,40.5913286,0,True
0,3/26/2024,2.7,-1.3,0.0,12.0,5.0,0,0,0,0,0,0,2.7,2.7,2.7,-1.3,13.6,50.0,50.0,8.8,1013.25,2.7,10.0,129,13.6,Little Superior,Little Superior,2',0,-111.9164388,40.799927,0,True
0,3/26/2024,4.7,-1.7,0.0,12.0,5.0,0,0,0,0,0,0,4.7,4.7,4.7,-1.7,10.2,50.0,50.0,5.6,1013.25,4.7,10.0,142,10.2,Salt Lake,Salt Lake,"10""",0,-111.9103124,40.6632297,0,True
0,3/25/2024,-0.7,-7.3,0.0,12.0,5.0,0,0,0,0,0,0,-0.7,-0.7,-0.7,-7.3,8.2,50.0,50.0,0.4,1013.25,-0.7,10.0,120,8.2,Neffs,Neffs,"6""",0,-111.7501551,40.6731884,0,True
0,3/25/2024,-5.6,-9.7,0.0,12.0,5.0,0,0,0,0,0,0,-5.6,-5.6,-5.6,-9.7,14.8,50.0,50.0,2.0,1013.25,-5.6,10.0,257,14.8,Mt Olympus,Mt Olympus,2',0,-111.7710817,40.6567926,0,True
0,3/25/2024,-8.4,-12.5,0.0,12.0,5.0,0,0,0,0,0,0,-8.4,-8.4,-8.4,-12.5,14.8,50.0,50.0,2.0,1013.25,-8.4,10.0,257,14.8,Gobblers Knob,Gobblers Knob,"10""",0,-111.682808,40.67074,0,True
0,3/25/2024,-0.4,-7.3,0.0,12.0,5.0,0,0,0,0,0,0,-0.4,-0.4,-0.4,-7.3,14.1,50.0,50.0,3.1,1013.25,-0.4,10.0,260,14.1,Main Days,Main Days,"18""",0,-111.464035,40.134356,0,True
0,3/25/2024,-7.3,-11.3,0.0,12.0,5.0,0,0,0,0,0,0,-7.3,-7.3,-7.3,-11.3,13.4,50.0,50.0,4.4,1013.25,-7.3,10.0,282,13.4,Cardiff Fork,Cardiff Fork,"9""",0,-111.6528203,40.5950092,0,True
0,3/25/2024,-1.2,-9.4,0.0,12.0,5.0,0,0,0,0,0,0,-1.2,-1.2,-1.2,-9.4,8.8,50.0,50.0,0.8,1013.25,-1.2,10.0,291,8.8,Argenta,Argenta,"15""",0,-111.5976811,40.6233813,0,True
0,3/24/2024,-5.0,-10.3,0.0,12.0,5.0,0,0,0,0,0,0,-5.0,-5.0,-5.0,-10.3,13.8,50.0,50.0,5.1,1013.25,-5.0,10.0,271,13.8,Alexander Basin,Alexander Basin,,0,-111.6770983,40.6783598,0,True
0,3/24/2024,-7.0,-11.5,0.0,12.0,5.0,0,0,0,0,0,0,-7.0,-7.0,-7.0,-11.5,12.1,50.0,50.0,6.0,1013.25,-7.0,10.0,289,12.1,Montreal Hill,Montreal Hill,"18""",0,-111.6621479,40.6116164,0,True
0,3/24/2024,-6.5,-11.8,0.0,12.0,5.0,0,0,0,0,0,0,-6.5,-6.5,-6.5,-11.8,13.8,50.0,50.0,5.1,1013.25,-6.5,10.0,271,13.8,Murdock Peak,Murdock Peak,"12""",0,-111.604647,40.693559,0,True
0,3/24/2024,6.3,0.5,0.0,12.0,5.0,0,0,0,0,0,0,6.3,6.3,6.3,0.5,12.9,50.0,50.0,5.9,1013.25,6.3,10.0,273,12.9,Thomas Fork,Thomas Fork,"10""",0,-111.879939,40.9785555,0,True
0,3/24/2024,-3.9,-8.1,0.0,12.0,5.0,0,0,0,0,0,0,-3.9,-3.9,-3.9,-8.1,9.6,50.0,50.0,4.1,1013.25,-3.9,10.0,300,9.6,Maybird Gulch,Maybird Gulch,"5""",0,-111.7061957,40.5594808,0,True
0,3/24/2024,0.4,-5.0,0.0,12.0,5.0,0,0,0,0,0,0,0.4,0.4,0.4,-5.0,9.4,50.0,50.0,3.4,1013.25,0.4,10.0,355,9.4,west porter,west porter,"4""",0,-111.7121964,40.6891988,0,True
0,3/24/2024,-1.7,-6.1,0.0,12.0,5.0,0,0,0,0,0,0,-1.7,-1.7,-1.7,-6.1,16.4,50.0,50.0,5.8,1013.25,-1.7,10.0,291,16.4,Yellow Jacket,Yellow Jacket,,0,-111.6995678,40.6864731,0,True
0,3/24/2024,8.0,0.6,0.0,12.0,5.0,0,0,0,0,0,0,8.0,8.0,8.0,0.6,23.5,50.0,50.0,10.7,1013.25,8.0,10.0,13,23.5,Reynolds Pk,Reynolds Pk,"6""",0,-112.097711,40.7078652,0,True
0,3/21/2024,15.8,4.9,0.0,12.0,5.0,0,0,0,0,0,0,15.8,15.8,15.8,4.9,16.6,50.0,50.0,0.0,1013.25,15.8,10.0,142,16.6,Blue Ice,Blue Ice,,0,-111.9751885,40.6309846,0,True
0,3/19/2024,0.7,-5.8,0.0,12.0,5.0,0,0,0,0,0,0,0.7,0.7,0.7,-5.8,8.7,50.0,50.0,0.0,1013.25,0.7,10.0,285,8.7,Mineral Basin,Mineral Basin,,0,-111.6395285,40.5585898,0,True
0,3/18/2024,4.1,-10.3,0.0,12.0,5.0,0,0,0,0,0,0,4.1,4.1,4.1,-10.3,7.0,50.0,50.0,0.0,1013.25,4.1,10.0,196,7.0,Mt Aire,Mt Aire,,0,-111.695302,40.720283,0,True
0,3/16/2024,13.8,-2.8,0.0,12.0,5.0,0,0,0,0,0,0,13.8,13.8,13.8,-2.8,10.7,50.0,50.0,0.0,1013.25,13.8,10.0,41,10.7,Little Superior,Little Superior,"12""",0,-111.9164388,40.799927,0,True
0,3/16/2024,-3.2,-8.1,0.0,12.0,5.0,0,0,0,0,0,0,-3.2,-3.2,-3.2,-8.1,18.1,50.0,50.0,7.4,1013.25,-3.2,10.0,82,18.1,Flagstaff Ridge,Flagstaff Ridge,"3""",0,-111.3121191,39.0702482,0,True
0,3/15/2024,2.1,-10.1,0.0,12.0,5.0,0,0,0,0,0,0,2.1,2.1,2.1,-10.1,17.5,50.0,50.0,0.0,1013.25,2.1,10.0,87,17.5,Neffs,Neffs,"12""",0,-111.7501551,40.6731884,0,True
0,3/15/2024,3.0,-8.3,0.0,12.0,5.0,0,0,0,0,0,0,3.0,3.0,3.0,-8.3,9.2,50.0,50.0,0.3,1013.25,3.0,10.0,38,9.2,Mill B South,Mill B South,"15""",0,-111.7143584,39.4225192,0,True
