Unnamed: 0,Date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,Location,Area,Depth,Width,longitude,latitude,altitude,Dangerous
0,12/23/2009,-2.0,-8.0,0.2,9.6,2.0,2,43,12:30 PM,12:05 AM,8:40 AM,6:01 PM,-4.0,-9.0,-4.0,-9.0,23.0,65.0,99.0,0.3,1015.0,-2.0,7.0,327,14.0,0,Dutch Draw,2.0,80,-109.4192889,40.9361428,0,True
1,1/25/2010,-2.0,-16.0,0.0,5.0,1.0,1,68,1:40 PM,4:14 AM,8:35 AM,6:32 PM,-9.0,-12.0,-9.0,-12.0,11.0,86.0,99.0,0.0,1024.0,-2.0,0.0,240,6.0,0,Dutch Draw,3.0,20,-109.4192889,40.9361428,0,False
2,2/28/2010,0.0,-5.0,0.7,7.2,1.0,1,100,7:43 PM,7:38 AM,7:56 AM,7:13 PM,-3.0,-5.0,-2.0,-5.0,13.0,77.0,99.0,0.8,1011.0,0.0,2.0,262,7.0,0,Bonanza Flats,1.0,40,-109.1773388,40.0210781,0,False
4,11/21/2010,3.0,-5.0,1.7,9.9,1.0,1,100,5:55 PM,8:18 AM,8:13 AM,6:01 PM,-3.0,-4.0,-1.0,-4.0,19.0,45.0,87.0,2.0,1005.0,3.0,6.0,191,12.0,0,West Ridge 1,2.0,80,-110.400017,39.602549,0,True
5,11/21/2010,3.0,-5.0,1.7,9.9,1.0,1,100,5:55 PM,8:18 AM,8:13 AM,6:01 PM,-3.0,-4.0,-1.0,-4.0,19.0,45.0,87.0,2.0,1005.0,3.0,6.0,191,12.0,0,West Ridge 3,2.0,125,-110.400017,39.602549,0,True
6,12/23/2010,4.0,-2.0,0.2,9.6,1.0,1,80,9:00 PM,10:27 AM,8:40 AM,6:01 PM,0.0,-1.0,1.0,-1.0,10.0,59.0,97.0,0.3,1016.0,4.0,2.0,164,5.0,0,Bonanza Flats,0.833333333,40,-109.1773388,40.0210781,0,False
7,1/1/2011,-12.0,-29.0,0.0,9.6,1.0,1,15,6:20 AM,3:47 PM,8:43 AM,6:07 PM,-23.0,-26.0,-22.0,-26.0,9.0,33.0,99.0,0.0,1034.0,-12.0,1.0,222,5.0,0,Dutch Draw,0.75,45,-109.4192889,40.9361428,0,False
8,4/19/2011,10.0,0.0,0.0,11.6,3.0,3,84,10:33 PM,7:23 AM,6:38 AM,8:03 PM,-1.0,3.0,5.0,3.0,14.0,34.0,68.0,0.0,1010.0,10.0,7.0,283,10.0,0,Flagstaff Ridge,0.833333333,35,-111.3121191,39.0702482,0,False
9,4/21/2011,12.0,1.0,0.0,11.6,3.0,3,69,No moonrise,9:10 AM,6:35 AM,8:05 PM,1.0,4.0,6.0,4.0,20.0,31.0,71.0,0.7,1008.0,12.0,9.0,237,14.0,0,Flagstaff Ridge,0.666666667,100,-111.3121191,39.0702482,0,False
10,3/4/2012,6.0,-4.0,0.0,11.6,2.0,2,77,3:34 PM,5:11 AM,7:49 AM,7:18 PM,-5.0,-3.0,0.0,-3.0,16.0,8.0,70.0,0.0,1028.0,6.0,10.0,255,9.0,0,Flagstaff Ridge,2.5,350,-111.3121191,39.0702482,0,True
11,12/19/2012,-6.0,-12.0,0.9,8.7,2.0,2,38,12:49 PM,12:27 AM,8:38 AM,5:59 PM,-12.0,-15.0,-8.0,-15.0,23.0,37.0,77.0,1.0,1021.0,-6.0,9.0,209,15.0,0,Dutch Draw,2.5,300,-109.4192889,40.9361428,0,True
12,3/4/2013,2.0,-8.0,0.0,11.6,2.0,2,46,2:02 AM,12:02 PM,7:50 AM,7:17 PM,-6.0,-6.0,-1.0,-6.0,21.0,10.0,74.0,0.0,1017.0,2.0,10.0,314,13.0,0,Dutch Draw,0.666666667,40,-109.4192889,40.9361428,0,False
13,12/19/2013,-1.0,-13.0,1.2,8.7,2.0,2,85,8:28 PM,9:59 AM,8:38 AM,5:59 PM,-8.0,-10.0,-7.0,-10.0,14.0,32.0,89.0,1.4,1007.0,-1.0,8.0,195,8.0,0,Dutch Draw,2.0,40,-109.4192889,40.9361428,0,False
14,12/20/2013,-2.0,-13.0,0.0,9.6,2.0,2,77,9:24 PM,10:35 AM,8:39 AM,6:00 PM,-10.0,-13.0,-8.0,-13.0,20.0,17.0,85.0,0.1,1014.0,-2.0,10.0,318,11.0,0,Dutch Draw,2.5,100,-109.4192889,40.9361428,0,True
15,2/7/2014,1.0,-5.0,0.0,10.3,2.0,2,51,1:03 PM,2:42 AM,8:23 AM,6:48 PM,-6.0,-8.0,-3.0,-8.0,25.0,35.0,80.0,0.0,1015.0,1.0,10.0,203,16.0,0,Flagstaff Ridge,1.666666667,100,-111.3121191,39.0702482,0,True
16,2/15/2014,12.0,2.0,0.0,10.4,3.0,3,88,8:01 PM,8:15 AM,8:14 AM,6:58 PM,-1.0,3.0,6.0,3.0,27.0,11.0,62.0,0.0,1015.0,12.0,10.0,232,14.0,0,Flagstaff Ridge,0.666666667,100,-111.3121191,39.0702482,0,False
17,2/15/2014,12.0,2.0,0.0,10.4,3.0,3,88,8:01 PM,8:15 AM,8:14 AM,6:58 PM,-1.0,3.0,6.0,3.0,27.0,11.0,62.0,0.0,1015.0,12.0,10.0,232,14.0,0,Dutch Draw,2.0,50,-109.4192889,40.9361428,0,False
19,2/28/2014,7.0,-1.0,0.0,11.6,2.0,2,0,7:13 AM,6:53 PM,7:56 AM,7:13 PM,-4.0,-1.0,2.0,-1.0,22.0,23.0,65.0,0.0,1009.0,7.0,10.0,209,16.0,0,Flagstaff Ridge,1.0,100,-111.3121191,39.0702482,0,True
20,3/27/2014,7.0,0.0,0.5,11.6,2.0,2,16,5:07 AM,4:32 PM,7:14 AM,7:41 PM,-6.0,-1.0,3.0,-1.0,21.0,18.0,56.0,0.6,1008.0,7.0,10.0,272,16.0,0,Dutch Draw,0.833333333,200,-109.4192889,40.9361428,0,False
21,11/15/2014,4.0,-2.0,0.2,10.0,2.0,2,34,1:22 AM,2:29 PM,8:06 AM,6:05 PM,-5.0,-4.0,0.0,-4.0,22.0,30.0,72.0,0.4,1015.0,4.0,10.0,269,14.0,0,Sugarloaf,1.333333333,400,-110.4798718,39.3308344,0,True
22,12/21/2014,7.0,-3.0,0.0,9.6,2.0,2,0,7:59 AM,6:10 PM,8:39 AM,6:00 PM,-2.0,-3.0,1.0,-3.0,24.0,26.0,83.0,0.0,1015.0,7.0,10.0,233,13.0,0,Dutch Draw,2.0,200,-109.4192889,40.9361428,0,True
23,12/26/2014,-3.0,-9.0,0.3,9.6,2.0,2,29,11:56 AM,11:49 PM,8:41 AM,6:03 PM,-11.0,-12.0,-7.0,-12.0,18.0,35.0,77.0,0.4,1018.0,-3.0,9.0,213,11.0,0,Dutch Draw,2.5,300,-109.4192889,40.9361428,0,True
25,3/4/2015,1.0,-8.0,0.0,11.6,2.0,2,94,6:38 PM,7:06 AM,7:51 AM,7:17 PM,-10.0,-8.0,-4.0,-8.0,17.0,13.0,66.0,0.0,1024.0,1.0,10.0,339,10.0,0,Bonanza Flats,0.666666667,30,-109.1773388,40.0210781,0,False
26,11/11/2015,3.0,-4.0,0.2,10.1,2.0,2,0,7:49 AM,6:32 PM,8:01 AM,6:09 PM,-6.0,-5.0,-1.0,-5.0,24.0,24.0,68.0,0.3,1023.0,3.0,9.0,300,14.0,0,Gunsight,0.666666667,20,-110.3571939,40.7939529,0,False
27,12/14/2015,-2.0,-5.0,1.5,3.5,1.0,1,19,10:58 AM,9:36 PM,8:35 AM,5:57 PM,-7.0,-7.0,-4.0,-7.0,14.0,76.0,80.0,1.7,1003.0,-2.0,8.0,194,9.0,0,Bonanza Flats,1.0,50,-109.1773388,40.0210781,0,False
28,12/17/2015,-4.0,-14.0,0.0,8.7,2.0,2,41,12:56 PM,No moonset,8:37 AM,5:58 PM,-12.0,-12.0,-9.0,-12.0,10.0,24.0,80.0,0.0,1027.0,-4.0,10.0,187,6.0,0,Dutch Draw,2.5,200,-109.4192889,40.9361428,0,True
29,12/15/2016,6.0,-2.0,0.0,8.7,2.0,2,89,8:17 PM,9:59 AM,8:36 AM,5:58 PM,-3.0,-2.0,1.0,-2.0,19.0,30.0,78.0,0.0,1013.0,6.0,10.0,153,11.0,0,Flagstaff Ridge,1.666666667,70,-111.3121191,39.0702482,0,True
30,4/27/2017,9.0,2.0,0.0,11.6,3.0,3,4,7:38 AM,9:50 PM,6:26 AM,8:12 PM,-6.0,2.0,5.0,2.0,31.0,11.0,45.0,0.0,1005.0,9.0,10.0,297,25.0,0,Flagstaff Ridge,0.666666667,60,-111.3121191,39.0702482,0,False
31,2/28/2018,3.0,-3.0,0.0,11.6,2.0,2,93,5:56 PM,7:10 AM,7:56 AM,7:13 PM,-8.0,-3.0,0.0,-3.0,13.0,18.0,58.0,0.0,1016.0,3.0,10.0,324,8.0,0,Bonanza Flats,0.166666667,50,-109.1773388,40.0210781,0,False
32,1/16/2019,-2.0,-7.0,7.7,4.9,1.0,1,69,2:31 PM,3:46 AM,8:40 AM,6:22 PM,-6.0,-6.0,-4.0,-6.0,10.0,85.0,88.0,9.1,1023.0,-2.0,4.0,199,6.0,0,Flagstaff Ridge,0.5,60,-111.3121191,39.0702482,0,False
33,2/20/2019,-7.0,-17.0,0.4,7.0,1.0,1,88,8:36 PM,9:04 AM,8:07 AM,7:03 PM,-16.0,-16.0,-12.0,-16.0,11.0,63.0,69.0,0.6,1017.0,-7.0,9.0,201,7.0,0,Dutch Draw,0.5,50,-109.4192889,40.9361428,0,False
34,10/29/2019,-2.0,-10.0,0.6,6.9,1.0,1,1,9:25 AM,7:51 PM,7:47 AM,6:23 PM,-15.0,-7.0,-4.0,-7.0,16.0,72.0,47.0,0.9,1018.0,-2.0,9.0,221,12.0,0,Gunsight,1.166666667,5,-110.3571939,40.7939529,0,False
35,12/14/2019,4.0,-4.0,5.0,7.0,1.0,1,79,8:36 PM,10:53 AM,8:35 AM,5:57 PM,-3.0,-3.0,0.0,-3.0,14.0,66.0,84.0,5.9,1007.0,4.0,7.0,229,9.0,0,Flagstaff Ridge,1.0,70,-111.3121191,39.0702482,0,True
36,12/25/2019,-2.0,-5.0,14.2,6.5,1.0,1,0,8:08 AM,5:47 PM,8:41 AM,6:02 PM,-3.0,-5.0,-2.0,-5.0,10.0,90.0,95.0,16.7,1008.0,-2.0,4.0,181,7.0,0,Dutch Draw,1.0,200,-109.4192889,40.9361428,0,True
37,12/31/2019,-6.0,-14.0,0.0,9.6,2.0,2,26,12:26 PM,11:36 PM,8:42 AM,6:06 PM,-13.0,-13.0,-11.0,-13.0,6.0,18.0,80.0,0.0,1030.0,-6.0,10.0,177,3.0,0,Firewater,2.0,100,-109.9862591,39.6624647,0,True
38,1/4/2020,-2.0,-8.0,0.0,9.7,2.0,2,59,2:07 PM,2:29 AM,8:43 AM,6:10 PM,-7.0,-7.0,-6.0,-7.0,7.0,36.0,88.0,0.0,1031.0,-2.0,10.0,226,4.0,0,Firewater,2.0,100,-109.9862591,39.6624647,0,True
39,1/5/2020,-3.0,-8.0,0.0,9.7,2.0,2,66,2:34 PM,3:29 AM,8:43 AM,6:10 PM,-8.0,-8.0,-6.0,-8.0,7.0,31.0,87.0,0.0,1031.0,-3.0,10.0,230,4.0,0,Wilson Peak,1.0,175,-110.4615507,40.7757778,0,True
40,1/12/2020,-6.0,-12.0,0.2,6.6,1.0,1,83,8:40 PM,10:22 AM,8:42 AM,6:17 PM,-11.0,-11.0,-10.0,-11.0,7.0,47.0,87.0,0.2,1022.0,-6.0,9.0,203,4.0,0,Square Top,1.25,40,-110.8957607,38.7742785,0,False
41,2/1/2020,2.0,-4.0,0.0,10.1,2.0,2,49,12:34 PM,1:16 AM,8:30 AM,6:40 PM,-6.0,-2.0,-2.0,-2.0,4.0,7.0,76.0,0.0,1033.0,2.0,10.0,225,3.0,0,Wilson Peak,0.666666667,50,-110.4615507,40.7757778,0,False
42,2/3/2020,-4.0,-12.0,1.9,5.1,1.0,1,64,1:36 PM,3:16 AM,8:28 AM,6:43 PM,-10.0,-13.0,-7.0,-13.0,21.0,64.0,77.0,2.2,1007.0,-4.0,7.0,314,15.0,0,Memorials,2.0,50,-111.0175367,39.21236175,0,False
43,2/6/2020,-1.0,-10.0,0.0,10.2,2.0,2,87,3:59 PM,6:23 AM,8:25 AM,6:46 PM,-9.0,-8.0,-6.0,-8.0,12.0,44.0,80.0,0.0,1018.0,-1.0,10.0,245,7.0,0,Memorials,1.0,60,-111.0175367,39.21236175,0,True
44,2/6/2020,-1.0,-10.0,0.0,10.2,2.0,2,87,3:59 PM,6:23 AM,8:25 AM,6:46 PM,-9.0,-8.0,-6.0,-8.0,12.0,44.0,80.0,0.0,1018.0,-1.0,10.0,245,7.0,0,Dutch Draw,1.333333333,20,-109.4192889,40.9361428,0,False
45,2/16/2020,4.0,-2.0,0.0,10.5,2.0,2,38,2:45 AM,12:56 PM,8:13 AM,6:58 PM,-6.0,-2.0,0.0,-2.0,12.0,21.0,62.0,0.0,1016.0,4.0,10.0,199,7.0,0,Flagstaff Ridge,0.5,300,-111.3121191,39.0702482,0,False
46,3/23/2020,6.0,-5.0,0.8,7.5,1.0,1,0,7:26 AM,7:06 PM,7:19 AM,7:37 PM,-3.0,0.0,2.0,0.0,7.0,53.0,66.0,2.0,1013.0,6.0,9.0,190,5.0,0,Firewater,0.083333333,70,-109.9862591,39.6624647,0,False
47,12/8/2009,-8.0,-23.0,0.1,8.2,1.0,1,52,12:28 AM,1:19 PM,8:38 AM,6:00 PM,-14.0,-18.0,-13.0,-18.0,15.0,67.0,99.0,0.1,1014.0,-8.0,6.0,261,10.0,1,West Bowl,0.5,50,-112.0336661,40.7038705,0,False
48,12/12/2009,-1.0,-6.0,0.5,4.8,1.0,1,23,5:03 AM,3:10 PM,8:41 AM,6:00 PM,-3.0,-8.0,-3.0,-8.0,28.0,80.0,98.0,0.6,1015.0,-1.0,7.0,183,17.0,1,West Bowl,1.083333333,45,-112.0336661,40.7038705,0,False
49,12/12/2009,-1.0,-6.0,0.5,4.8,1.0,1,23,5:03 AM,3:10 PM,8:41 AM,6:00 PM,-3.0,-8.0,-3.0,-8.0,28.0,80.0,98.0,0.6,1015.0,-1.0,7.0,183,17.0,1,Silver Fork,1.333333333,40,-111.6195606,40.6181712,0,False
50,12/12/2009,-1.0,-6.0,0.5,4.8,1.0,1,23,5:03 AM,3:10 PM,8:41 AM,6:00 PM,-3.0,-8.0,-3.0,-8.0,28.0,80.0,98.0,0.6,1015.0,-1.0,7.0,183,17.0,1,Honeycomb Canyon,1.5,25,-111.5928575,40.6190652,0,False
51,12/12/2009,-1.0,-6.0,0.5,4.8,1.0,1,23,5:03 AM,3:10 PM,8:41 AM,6:00 PM,-3.0,-8.0,-3.0,-8.0,28.0,80.0,98.0,0.6,1015.0,-1.0,7.0,183,17.0,1,Grizzly Gulch,1.083333333,70,-111.6176169,40.5945374,0,True
52,12/13/2009,1.0,-1.0,1.2,4.8,1.0,1,15,6:10 AM,3:46 PM,8:42 AM,6:00 PM,-1.0,-5.0,-1.0,-5.0,23.0,82.0,99.0,1.4,1006.0,1.0,5.0,223,14.0,1,Reynolds Pk,3.0,300,-112.097711,40.7078652,0,True
53,12/13/2009,1.0,-1.0,1.2,4.8,1.0,1,15,6:10 AM,3:46 PM,8:42 AM,6:00 PM,-1.0,-5.0,-1.0,-5.0,23.0,82.0,99.0,1.4,1006.0,1.0,5.0,223,14.0,1,Salt Lake,1.666666667,100,-111.9103124,40.6632297,0,True
54,12/17/2009,2.0,-10.0,0.0,9.6,2.0,2,0,9:52 AM,7:10 PM,8:45 AM,6:01 PM,-6.0,-6.0,-5.0,-6.0,6.0,19.0,95.0,0.0,1028.0,2.0,8.0,137,3.0,1,Meadows,2.0,50,-111.9471139,40.5218341,0,False
55,12/17/2009,2.0,-10.0,0.0,9.6,2.0,2,0,9:52 AM,7:10 PM,8:45 AM,6:01 PM,-6.0,-6.0,-5.0,-6.0,6.0,19.0,95.0,0.0,1028.0,2.0,8.0,137,3.0,1,Cardiff Peak,2.5,150,-111.6528203,40.5950092,0,True
56,12/22/2009,0.0,-4.0,0.3,8.2,2.0,2,35,12:14 PM,No moonset,8:48 AM,6:04 PM,-2.0,-6.0,-2.0,-6.0,24.0,67.0,97.0,0.4,1008.0,0.0,7.0,206,13.0,1,Salt Lake,0.833333333,70,-111.9103124,40.6632297,0,False
57,1/1/2010,0.0,-5.0,0.0,8.2,1.0,1,100,7:36 PM,9:39 AM,8:51 AM,6:10 PM,-3.0,-6.0,-2.0,-6.0,21.0,66.0,98.0,0.0,1029.0,0.0,3.0,182,11.0,1,Salt Lake,0.833333333,10,-111.9103124,40.6632297,0,False
58,1/2/2010,0.0,-7.0,0.3,4.8,1.0,1,85,8:55 PM,10:18 AM,8:51 AM,6:11 PM,-2.0,-5.0,-2.0,-5.0,13.0,71.0,98.0,0.3,1026.0,0.0,3.0,246,7.0,1,west porter,0.833333333,30,-111.7121964,40.6891988,0,False
59,1/2/2010,0.0,-7.0,0.3,4.8,1.0,1,85,8:55 PM,10:18 AM,8:51 AM,6:11 PM,-2.0,-5.0,-2.0,-5.0,13.0,71.0,98.0,0.3,1026.0,0.0,3.0,246,7.0,1,Kessler Peak,1.666666667,70,-111.6687569,40.6251165,0,True
60,1/5/2010,1.0,-9.0,0.0,8.2,1.0,1,63,No moonrise,11:48 AM,8:51 AM,6:14 PM,-4.0,-8.0,-4.0,-8.0,19.0,44.0,97.0,0.0,1026.0,1.0,2.0,174,10.0,1,Grizzly Gulch,1.0,20,-111.6176169,40.5945374,0,False
61,1/11/2010,0.0,-8.0,0.0,8.2,1.0,1,19,6:08 AM,3:12 PM,8:50 AM,6:20 PM,-4.0,-7.0,-4.0,-7.0,15.0,38.0,98.0,0.0,1033.0,0.0,1.0,125,8.0,1,Mt Raymond,2.0,125,-111.7020519,40.6585713,0,True
62,1/18/2010,1.0,-2.0,0.0,6.6,2.0,2,17,10:19 AM,10:02 PM,8:47 AM,6:28 PM,-1.0,-6.0,-1.0,-6.0,31.0,57.0,98.0,0.0,1011.0,1.0,8.0,161,17.0,1,Twin Lakes Pass,2.0,100,-111.609145,40.5945855,0,True
63,1/18/2010,1.0,-2.0,0.0,6.6,2.0,2,17,10:19 AM,10:02 PM,8:47 AM,6:28 PM,-1.0,-6.0,-1.0,-6.0,31.0,57.0,98.0,0.0,1011.0,1.0,8.0,161,17.0,1,Alexander Basin,1.5,100,-111.6770983,40.6783598,0,True
64,1/19/2010,0.0,-3.0,0.1,9.8,1.0,1,24,10:41 AM,11:01 PM,8:46 AM,6:29 PM,-1.0,-6.0,-1.0,-6.0,30.0,56.0,97.0,0.1,1005.0,0.0,10.0,171,17.0,1,10420,2.5,100,-111.5583795,40.6000653,0,True
65,1/19/2010,0.0,-3.0,0.1,9.8,1.0,1,24,10:41 AM,11:01 PM,8:46 AM,6:29 PM,-1.0,-6.0,-1.0,-6.0,30.0,56.0,97.0,0.1,1005.0,0.0,10.0,171,17.0,1,Willows,1.0,40,-111.8693786,40.5768927,0,False
66,1/20/2010,-1.0,-4.0,0.0,9.8,1.0,1,31,11:03 AM,No moonset,8:46 AM,6:30 PM,-2.0,-5.0,-2.0,-5.0,18.0,47.0,98.0,0.0,1001.0,-1.0,4.0,159,11.0,1,Main Days,1.5,200,-111.464035,40.134356,0,True
67,1/20/2010,-1.0,-4.0,0.0,9.8,1.0,1,31,11:03 AM,No moonset,8:46 AM,6:30 PM,-2.0,-5.0,-2.0,-5.0,18.0,47.0,98.0,0.0,1001.0,-1.0,4.0,159,11.0,1,East Bowl,1.5,30,-111.677609,40.326168,0,False
68,1/22/2010,-1.0,-3.0,0.0,9.9,1.0,1,46,11:51 AM,1:03 AM,8:45 AM,6:32 PM,-2.0,-6.0,-2.0,-6.0,29.0,51.0,98.0,0.0,990.0,-1.0,6.0,185,17.0,1,Salt Lake,2.5,600,-111.9103124,40.6632297,0,True
69,1/22/2010,-1.0,-3.0,0.0,9.9,1.0,1,46,11:51 AM,1:03 AM,8:45 AM,6:32 PM,-2.0,-6.0,-2.0,-6.0,29.0,51.0,98.0,0.0,990.0,-1.0,6.0,185,17.0,1,10420,3.5,200,-111.5583795,40.6000653,0,True
70,1/23/2010,-2.0,-9.0,0.2,5.0,1.0,1,53,12:21 PM,2:07 AM,8:44 AM,6:34 PM,-5.0,-9.0,-5.0,-9.0,16.0,79.0,99.0,0.2,1009.0,-2.0,5.0,262,10.0,1,Salt Lake,2.5,700,-111.9103124,40.6632297,0,True
71,1/24/2010,-1.0,-10.0,0.3,6.6,1.0,1,60,12:57 PM,3:15 AM,8:43 AM,6:35 PM,-6.0,-9.0,-6.0,-9.0,11.0,80.0,100.0,0.4,1022.0,-1.0,5.0,253,7.0,1,Salt Lake,1.5,30,-111.9103124,40.6632297,0,False
72,1/25/2010,-1.0,-13.0,0.0,8.3,1.0,1,68,1:43 PM,4:23 AM,8:42 AM,6:36 PM,-8.0,-11.0,-8.0,-11.0,11.0,41.0,99.0,0.0,1023.0,-1.0,1.0,169,6.0,1,Neffs,3.0,300,-111.7501551,40.6731884,0,True
73,1/28/2010,0.0,-12.0,0.0,6.7,1.0,1,90,5:03 PM,7:25 AM,8:40 AM,6:40 PM,-5.0,-8.0,-5.0,-8.0,11.0,50.0,99.0,0.0,1025.0,0.0,0.0,177,6.0,1,Murdock Peak,2.5,500,-111.604647,40.693559,0,True
74,1/30/2010,0.0,-9.0,0.0,8.3,1.0,1,100,7:44 PM,8:46 AM,8:38 AM,6:42 PM,-5.0,-9.0,-5.0,-9.0,18.0,47.0,98.0,0.0,1021.0,0.0,0.0,146,10.0,1,Salt Lake,3.0,100,-111.9103124,40.6632297,0,True
75,2/1/2010,0.0,-16.0,0.1,5.0,1.0,1,77,10:17 PM,9:48 AM,8:36 AM,6:45 PM,-7.0,-8.0,-7.0,-8.0,8.0,76.0,100.0,0.1,1020.0,0.0,4.0,207,4.0,1,Salt Lake,1.5,30,-111.9103124,40.6632297,0,False
76,2/3/2010,0.0,-6.0,0.0,6.7,1.0,1,62,No moonrise,10:43 AM,8:34 AM,6:47 PM,-2.0,-5.0,-2.0,-5.0,16.0,69.0,98.0,0.0,1013.0,0.0,1.0,144,8.0,1,Porter Fork,3.0,10,-111.7121964,40.6891988,0,False
77,2/6/2010,2.0,-2.0,0.2,8.4,1.0,1,39,2:59 AM,12:25 PM,8:31 AM,6:51 PM,0.0,-2.0,0.0,-2.0,13.0,59.0,98.0,0.2,1014.0,2.0,2.0,168,7.0,1,Porter Fork,3.0,20,-111.7121964,40.6891988,0,False
78,2/12/2010,0.0,-8.0,0.0,5.2,1.0,1,0,7:35 AM,5:56 PM,8:24 AM,6:58 PM,-2.0,-5.0,-2.0,-5.0,14.0,74.0,99.0,0.0,1021.0,0.0,2.0,197,7.0,1,Mill B South,3.0,200,-111.7143584,39.4225192,0,True
79,2/13/2010,1.0,-2.0,0.1,5.4,1.0,1,0,8:01 AM,6:56 PM,8:23 AM,7:00 PM,0.0,-3.0,0.0,-3.0,16.0,88.0,99.0,0.1,1022.0,1.0,3.0,280,10.0,1,west porter,0.5,50,-111.7121964,40.6891988,0,False
80,2/13/2010,1.0,-2.0,0.1,5.4,1.0,1,0,8:01 AM,6:56 PM,8:23 AM,7:00 PM,0.0,-3.0,0.0,-3.0,16.0,88.0,99.0,0.1,1022.0,1.0,3.0,280,10.0,1,Murdock Peak,0.5,200,-111.604647,40.693559,0,False
81,2/13/2010,1.0,-2.0,0.1,5.4,1.0,1,0,8:01 AM,6:56 PM,8:23 AM,7:00 PM,0.0,-3.0,0.0,-3.0,16.0,88.0,99.0,0.1,1022.0,1.0,3.0,280,10.0,1,Santiago,0.5,50,-111.8493069,40.6240635,0,False
82,2/13/2010,1.0,-2.0,0.1,5.4,1.0,1,0,8:01 AM,6:56 PM,8:23 AM,7:00 PM,0.0,-3.0,0.0,-3.0,16.0,88.0,99.0,0.1,1022.0,1.0,3.0,280,10.0,1,Twin Lakes Pass,0.666666667,50,-111.609145,40.5945855,0,False
83,2/13/2010,1.0,-2.0,0.1,5.4,1.0,1,0,8:01 AM,6:56 PM,8:23 AM,7:00 PM,0.0,-3.0,0.0,-3.0,16.0,88.0,99.0,0.1,1022.0,1.0,3.0,280,10.0,1,Reynolds Peak,0.833333333,200,-111.645712,40.6620683,0,False
84,2/13/2010,1.0,-2.0,0.1,5.4,1.0,1,0,8:01 AM,6:56 PM,8:23 AM,7:00 PM,0.0,-3.0,0.0,-3.0,16.0,88.0,99.0,0.1,1022.0,1.0,3.0,280,10.0,1,Butler Fork,1.0,200,-111.6638836,40.6522147,0,True
85,2/14/2010,1.0,-6.0,0.0,10.8,1.0,1,0,8:24 AM,7:55 PM,8:22 AM,7:01 PM,-3.0,-5.0,-3.0,-5.0,10.0,38.0,98.0,0.0,1026.0,1.0,1.0,142,5.0,1,Meadows,0.583333333,30,-111.9471139,40.5218341,0,False
86,2/14/2010,1.0,-6.0,0.0,10.8,1.0,1,0,8:24 AM,7:55 PM,8:22 AM,7:01 PM,-3.0,-5.0,-3.0,-5.0,10.0,38.0,98.0,0.0,1026.0,1.0,1.0,142,5.0,1,No Name Bowl,1.0,150,-112.035156,40.5208607,0,True
87,2/15/2010,1.0,-11.0,0.1,7.0,1.0,1,6,8:47 AM,8:54 PM,8:20 AM,7:02 PM,-3.0,-5.0,-2.0,-5.0,11.0,71.0,98.0,0.2,1023.0,1.0,2.0,239,6.0,1,Porter Fork,0.833333333,500,-111.7121964,40.6891988,0,False
88,2/16/2010,1.0,-8.0,0.0,7.0,1.0,1,13,9:09 AM,9:54 PM,8:19 AM,7:03 PM,-3.0,-4.0,-2.0,-4.0,7.0,74.0,99.0,0.0,1025.0,1.0,0.0,194,4.0,1,Two Trees,1.0,300,-111.9217153,40.7786142,0,True
89,2/16/2010,1.0,-8.0,0.0,7.0,1.0,1,13,9:09 AM,9:54 PM,8:19 AM,7:03 PM,-3.0,-4.0,-2.0,-4.0,7.0,74.0,99.0,0.0,1025.0,1.0,0.0,194,4.0,1,Twin Lakes Pass,2.0,70,-111.609145,40.5945855,0,True
90,2/16/2010,1.0,-8.0,0.0,7.0,1.0,1,13,9:09 AM,9:54 PM,8:19 AM,7:03 PM,-3.0,-4.0,-2.0,-4.0,7.0,74.0,99.0,0.0,1025.0,1.0,0.0,194,4.0,1,Salt Lake,1.0,40,-111.9103124,40.6632297,0,False
91,2/16/2010,1.0,-8.0,0.0,7.0,1.0,1,13,9:09 AM,9:54 PM,8:19 AM,7:03 PM,-3.0,-4.0,-2.0,-4.0,7.0,74.0,99.0,0.0,1025.0,1.0,0.0,194,4.0,1,Mt. Aire,1.0,350,-111.695302,40.720283,0,True
92,2/17/2010,1.0,-13.0,0.0,8.5,1.0,1,21,9:31 AM,10:55 PM,8:18 AM,7:04 PM,-6.0,-6.0,-6.0,-6.0,5.0,54.0,99.0,0.0,1022.0,1.0,3.0,208,3.0,1,Little Water Peak,1.0,250,-111.627703,40.671892,0,True
93,2/17/2010,1.0,-13.0,0.0,8.5,1.0,1,21,9:31 AM,10:55 PM,8:18 AM,7:04 PM,-6.0,-6.0,-6.0,-6.0,5.0,54.0,99.0,0.0,1022.0,1.0,3.0,208,3.0,1,Intermediate Ridge,0.833333333,20,-111.869284,40.76797025,0,False
94,2/17/2010,1.0,-13.0,0.0,8.5,1.0,1,21,9:31 AM,10:55 PM,8:18 AM,7:04 PM,-6.0,-6.0,-6.0,-6.0,5.0,54.0,99.0,0.0,1022.0,1.0,3.0,208,3.0,1,Days Fork,1.0,80,-111.6364591,40.621971,0,True
