,Dangerous,Location_x,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,humidity,precipMM,pressure,tempC,winddirDegree,windspeedKmph,maxtempC_1,mintempC_1,totalSnow_cm_1,sunHour_1,uvIndex_1,maxtempC_2,mintempC_2,totalSnow_cm_2,sunHour_2,uvIndex_2,maxtempC_3,mintempC_3,totalSnow_cm_3,sunHour_3,uvIndex_3
0,True,1,12,3,0.0,6.2,2,-2,5,7,5,15,53,0.9,1015,12,227,11,9.0,-3.0,0.0,7.5,2.0,7.0,-4.0,0.0,7.5,1.0,4.0,-2.0,2.4,6.2,1.0
1,False,1,7,-4,0.0,7.5,1,-5,0,2,0,11,64,0.9,1017,7,169,7,4.0,-2.0,2.4,6.2,1.0,1.0,-8.0,0.3,8.9,1.0,1.0,-1.0,4.0,6.1,1.0
2,False,1,7,-4,0.0,7.5,1,-5,0,2,0,11,64,0.9,1017,7,169,7,4.0,-2.0,2.4,6.2,1.0,1.0,-8.0,0.3,8.9,1.0,1.0,-1.0,4.0,6.1,1.0
3,False,1,7,-4,0.0,7.5,1,-5,0,2,0,11,64,0.9,1017,7,169,7,4.0,-2.0,2.4,6.2,1.0,1.0,-8.0,0.3,8.9,1.0,1.0,-1.0,4.0,6.1,1.0
4,True,1,4,-2,2.4,6.2,1,-3,-1,0,-1,7,76,3.7,1019,4,274,6,1.0,-8.0,0.3,8.9,1.0,1.0,-1.0,4.0,6.1,1.0,5.0,1.0,3.6,6.1,1.0
5,False,1,4,-2,2.4,6.2,1,-3,-1,0,-1,7,76,3.7,1019,4,274,6,1.0,-8.0,0.3,8.9,1.0,1.0,-1.0,4.0,6.1,1.0,5.0,1.0,3.6,6.1,1.0
6,True,1,4,-2,2.4,6.2,1,-3,-1,0,-1,7,76,3.7,1019,4,274,6,1.0,-8.0,0.3,8.9,1.0,1.0,-1.0,4.0,6.1,1.0,5.0,1.0,3.6,6.1,1.0
7,False,1,4,-2,2.4,6.2,1,-3,-1,0,-1,7,76,3.7,1019,4,274,6,1.0,-8.0,0.3,8.9,1.0,1.0,-1.0,4.0,6.1,1.0,5.0,1.0,3.6,6.1,1.0
8,True,1,1,-8,0.3,8.9,1,-9,-6,-3,-6,10,65,0.4,1014,1,316,7,1.0,-1.0,4.0,6.1,1.0,5.0,1.0,3.6,6.1,1.0,10.0,3.0,0.0,6.1,2.0
9,False,1,1,-8,0.3,8.9,1,-9,-6,-3,-6,10,65,0.4,1014,1,316,7,1.0,-1.0,4.0,6.1,1.0,5.0,1.0,3.6,6.1,1.0,10.0,3.0,0.0,6.1,2.0
10,False,3,2,-2,4.8,7.5,1,-8,-4,0,-4,21,53,5.7,1008,2,249,15,9.0,3.0,0.0,11.6,3.0,11.0,2.0,0.0,10.2,2.0,8.0,0.0,0.3,11.6,2.0
11,True,1,1,-1,4.0,6.1,1,-3,-2,0,-2,10,85,4.7,1010,1,315,8,5.0,1.0,3.6,6.1,1.0,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0
12,True,1,1,-1,4.0,6.1,1,-3,-2,0,-2,10,85,4.7,1010,1,315,8,5.0,1.0,3.6,6.1,1.0,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0
13,True,1,1,-1,4.0,6.1,1,-3,-2,0,-2,10,85,4.7,1010,1,315,8,5.0,1.0,3.6,6.1,1.0,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0
14,False,1,1,-1,4.0,6.1,1,-3,-2,0,-2,10,85,4.7,1010,1,315,8,5.0,1.0,3.6,6.1,1.0,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0
15,False,1,1,-1,4.0,6.1,1,-3,-2,0,-2,10,85,4.7,1010,1,315,8,5.0,1.0,3.6,6.1,1.0,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0
16,True,1,1,-1,4.0,6.1,1,-3,-2,0,-2,10,85,4.7,1010,1,315,8,5.0,1.0,3.6,6.1,1.0,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0
17,False,1,5,1,3.6,6.1,1,1,1,3,1,9,86,8.6,1010,5,303,7,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0,9.0,-2.0,0.0,11.6,3.0
18,True,1,5,1,3.6,6.1,1,1,1,3,1,9,86,8.6,1010,5,303,7,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0,9.0,-2.0,0.0,11.6,3.0
19,False,1,5,1,3.6,6.1,1,1,1,3,1,9,86,8.6,1010,5,303,7,10.0,3.0,0.0,6.1,2.0,9.0,-1.0,0.0,7.5,2.0,9.0,-2.0,0.0,11.6,3.0
20,True,3,11,2,0.0,10.2,2,-4,2,6,2,37,49,0.0,1009,11,208,25,8.0,0.0,0.3,11.6,2.0,7.0,-1.0,0.3,8.8,1.0,7.0,0.0,0.0,11.6,2.0
21,False,1,10,3,0.0,6.1,2,1,3,6,3,20,72,5.4,1012,10,200,15,9.0,-1.0,0.0,7.5,2.0,9.0,-2.0,0.0,11.6,3.0,9.0,-3.0,0.0,8.8,1.0
22,False,0,6,-5,0.8,7.5,1,-3,0,2,0,7,66,2.0,1013,6,190,5,7.0,-2.0,0.7,11.6,2.0,5.0,-1.0,0.1,7.4,1.0,4.0,-3.0,6.0,7.4,1.0
23,False,1,9,-2,0.0,11.6,3,-5,3,4,3,5,53,0.3,1018,9,253,4,9.0,-3.0,0.0,8.8,1.0,7.0,-1.0,1.7,7.4,1.0,5.0,2.0,2.2,7.4,1.0
24,False,1,9,-3,0.0,8.8,1,-5,2,3,2,9,56,0.7,1021,9,224,6,7.0,-1.0,1.7,7.4,1.0,5.0,2.0,2.2,7.4,1.0,7.0,2.0,0.5,6.0,1.0
25,False,1,7,-1,1.7,7.4,1,-2,1,3,1,7,74,4.1,1022,7,217,5,5.0,2.0,2.2,7.4,1.0,7.0,2.0,0.5,6.0,1.0,12.0,0.0,0.0,11.6,3.0
26,False,2,-3,-9,11.1,6.0,1,-3,-7,-3,-7,15,90,13.2,1008,-3,220,11,0.0,-3.0,1.3,6.0,1.0,3.0,-4.0,0.3,8.8,1.0,0.0,-8.0,3.4,6.0,1.0
27,False,1,12,0,0.0,11.6,3,-5,4,7,4,17,46,0.0,1007,12,190,11,12.0,-1.0,0.0,10.2,2.0,12.0,3.0,0.0,10.2,2.0,7.0,1.0,0.0,6.0,2.0
28,False,1,12,3,0.0,10.2,2,-1,5,7,5,18,63,2.0,1014,12,177,13,7.0,1.0,0.0,6.0,2.0,8.0,0.0,0.3,11.6,3.0,10.0,-1.0,0.0,11.6,3.0
29,False,1,7,1,0.0,6.0,2,1,1,4,1,21,76,3.8,1012,7,177,15,8.0,0.0,0.3,11.6,3.0,10.0,-1.0,0.0,11.6,3.0,11.0,-1.0,0.0,8.8,2.0
30,False,1,7,1,0.0,6.0,2,1,1,4,1,21,76,3.8,1012,7,177,15,8.0,0.0,0.3,11.6,3.0,10.0,-1.0,0.0,11.6,3.0,11.0,-1.0,0.0,8.8,2.0
31,False,1,11,-1,0.0,8.8,2,-3,4,5,4,10,61,0.9,1017,11,209,6,10.0,-2.0,0.0,11.6,3.0,9.0,0.0,0.0,8.8,2.0,8.0,4.0,0.0,5.9,2.0
32,False,2,1,-6,0.0,11.6,2,-5,-4,-1,-4,11,70,0.0,1018,1,209,8,1.0,-3.0,3.8,7.3,1.0,5.0,-2.0,0.1,10.2,1.0,5.0,-1.0,0.0,8.7,1.0
33,False,1,9,0,0.0,8.8,2,-3,2,5,2,15,62,1.4,1017,9,191,10,8.0,4.0,0.0,5.9,2.0,13.0,0.0,0.0,10.2,2.0,13.0,-1.0,0.0,8.7,2.0
34,False,1,5,-7,0.0,11.6,2,-5,-2,-1,-2,8,78,0.0,1023,5,144,5,3.0,-9.0,0.0,11.6,2.0,2.0,-4.0,0.2,11.6,2.0,1.0,-2.0,3.0,5.6,1.0
35,False,1,2,-4,0.2,11.6,2,-7,-3,-1,-3,7,71,0.2,1021,2,314,5,1.0,-2.0,3.0,5.6,1.0,9.0,-2.0,0.0,8.6,1.0,10.0,-3.0,0.0,10.1,1.0
36,False,1,2,-4,0.2,11.6,2,-7,-3,-1,-3,7,71,0.2,1021,2,314,5,1.0,-2.0,3.0,5.6,1.0,9.0,-2.0,0.0,8.6,1.0,10.0,-3.0,0.0,10.1,1.0
37,False,1,2,-4,0.2,11.6,2,-7,-3,-1,-3,7,71,0.2,1021,2,314,5,1.0,-2.0,3.0,5.6,1.0,9.0,-2.0,0.0,8.6,1.0,10.0,-3.0,0.0,10.1,1.0
38,False,1,2,-4,0.2,11.6,2,-7,-3,-1,-3,7,71,0.2,1021,2,314,5,1.0,-2.0,3.0,5.6,1.0,9.0,-2.0,0.0,8.6,1.0,10.0,-3.0,0.0,10.1,1.0
39,False,1,2,-4,0.2,11.6,2,-7,-3,-1,-3,7,71,0.2,1021,2,314,5,1.0,-2.0,3.0,5.6,1.0,9.0,-2.0,0.0,8.6,1.0,10.0,-3.0,0.0,10.1,1.0
40,False,1,2,-4,0.2,11.6,2,-7,-3,-1,-3,7,71,0.2,1021,2,314,5,1.0,-2.0,3.0,5.6,1.0,9.0,-2.0,0.0,8.6,1.0,10.0,-3.0,0.0,10.1,1.0
41,False,1,1,-2,3.0,5.6,1,-2,-3,0,-3,11,86,4.0,1012,1,313,8,9.0,-2.0,0.0,8.6,1.0,10.0,-3.0,0.0,10.1,1.0,7.0,-5.0,0.0,11.1,2.0
42,False,1,5,-5,0.0,11.0,2,-11,-2,0,-2,7,46,0.0,1032,5,201,4,2.0,-9.0,0.0,10.9,2.0,-2.0,-8.0,0.0,10.9,1.0,-1.0,-9.0,0.1,10.9,2.0
43,True,1,-1,-7,5.0,10.9,2,-7,-5,-2,-5,8,77,5.9,1024,-1,306,6,2.0,-4.0,5.4,5.4,1.0,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0
44,True,1,-1,-7,5.0,10.9,2,-7,-5,-2,-5,8,77,5.9,1024,-1,306,6,2.0,-4.0,5.4,5.4,1.0,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0
45,True,1,-1,-7,5.0,10.9,2,-7,-5,-2,-5,8,77,5.9,1024,-1,306,6,2.0,-4.0,5.4,5.4,1.0,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0
46,True,1,-1,-7,5.0,10.9,2,-7,-5,-2,-5,8,77,5.9,1024,-1,306,6,2.0,-4.0,5.4,5.4,1.0,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0
47,False,1,2,-4,5.4,5.4,1,-2,-3,0,-3,11,88,6.3,1018,2,205,7,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0,2.0,-8.0,0.0,10.4,2.0
48,False,1,2,-4,5.4,5.4,1,-2,-3,0,-3,11,88,6.3,1018,2,205,7,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0,2.0,-8.0,0.0,10.4,2.0
49,False,1,2,-4,5.4,5.4,1,-2,-3,0,-3,11,88,6.3,1018,2,205,7,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0,2.0,-8.0,0.0,10.4,2.0
50,False,1,2,-4,5.4,5.4,1,-2,-3,0,-3,11,88,6.3,1018,2,205,7,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0,2.0,-8.0,0.0,10.4,2.0
51,False,1,2,-4,5.4,5.4,1,-2,-3,0,-3,11,88,6.3,1018,2,205,7,3.0,-8.0,0.0,10.1,1.0,5.0,-7.0,0.0,10.8,2.0,2.0,-8.0,0.0,10.4,2.0
52,False,0,4,-2,0.0,10.5,2,-6,-2,0,-2,12,62,0.0,1016,4,199,7,3.0,-3.0,0.0,10.0,1.0,2.0,-4.0,0.0,10.4,2.0,1.0,-6.0,0.0,10.4,2.0
53,False,1,-1,-9,1.7,5.2,1,-7,-5,-3,-5,7,85,2.0,1023,-1,277,4,-2.0,-10.0,0.0,10.3,2.0,-2.0,-12.0,0.1,10.0,1.0,-1.0,-12.0,0.0,10.3,1.0
54,True,3,3,-3,0.0,10.3,2,-4,-3,0,-3,15,77,0.0,1015,3,288,8,0.0,-11.0,0.3,8.4,1.0,-8.0,-16.0,0.0,10.3,2.0,-11.0,-14.0,0.6,10.2,1.0
55,True,1,0,-3,20.8,5.1,1,-1,-4,-1,-4,14,99,24.9,1017,0,243,8,-1.0,-7.0,18.1,5.1,1.0,-7.0,-19.0,2.0,5.1,1.0,-8.0,-20.0,0.6,10.0,1.0
56,True,0,-1,-10,0.0,10.2,2,-9,-8,-6,-8,12,80,0.0,1018,-1,245,7,-7.0,-16.0,0.0,10.0,1.0,-9.0,-17.0,0.8,10.2,2.0,-4.0,-12.0,1.9,5.1,1.0
57,False,0,-1,-10,0.0,10.2,2,-9,-8,-6,-8,12,80,0.0,1018,-1,245,7,-7.0,-16.0,0.0,10.0,1.0,-9.0,-17.0,0.8,10.2,2.0,-4.0,-12.0,1.9,5.1,1.0
58,False,1,-8,-20,0.6,10.0,1,-18,-18,-14,-18,11,81,0.7,1028,-8,262,6,-7.0,-10.0,8.2,5.1,1.0,7.0,-2.0,0.0,10.0,1.0,7.0,-5.0,0.0,10.1,2.0
59,False,0,-4,-12,1.9,5.1,1,-10,-13,-7,-13,21,77,2.2,1007,-4,314,15,1.0,-5.0,0.0,10.1,2.0,2.0,-4.0,0.0,10.1,2.0,0.0,-7.0,0.0,10.1,2.0
60,True,1,7,-5,0.0,10.1,2,-6,-4,-1,-4,14,71,0.0,1032,7,158,7,2.0,-7.0,0.0,10.1,2.0,1.0,-6.0,1.1,6.7,1.0,0.0,-5.0,4.4,6.7,1.0
61,True,1,7,-5,0.0,10.1,2,-6,-4,-1,-4,14,71,0.0,1032,7,158,7,2.0,-7.0,0.0,10.1,2.0,1.0,-6.0,1.1,6.7,1.0,0.0,-5.0,4.4,6.7,1.0
62,False,0,2,-4,0.0,10.1,2,-6,-2,-2,-2,4,76,0.0,1033,2,225,3,0.0,-7.0,0.0,10.1,2.0,1.0,-6.0,0.3,10.0,1.0,0.0,-6.0,0.0,10.1,2.0
63,True,1,2,-7,0.0,10.1,2,-7,-5,-3,-5,8,75,0.0,1033,2,183,4,1.0,-6.0,1.1,6.7,1.0,0.0,-5.0,4.4,6.7,1.0,1.0,-7.0,0.5,8.3,1.0
64,False,2,4,-6,0.0,10.2,2,-13,-5,-2,-5,19,43,0.0,1029,4,323,10,-1.0,-8.0,0.0,10.2,2.0,-3.0,-8.0,0.1,8.3,1.0,0.0,-8.0,0.0,10.1,2.0
65,True,1,1,-6,1.1,6.7,1,-4,-4,-2,-4,6,93,1.3,1028,1,288,4,0.0,-5.0,4.4,6.7,1.0,1.0,-7.0,0.5,8.3,1.0,1.0,-6.0,6.1,6.6,1.0
66,True,1,0,-5,4.4,6.7,1,-3,-3,-2,-3,6,93,5.2,1024,0,328,5,1.0,-7.0,0.5,8.3,1.0,1.0,-6.0,6.1,6.6,1.0,5.0,-5.0,0.0,10.0,2.0
67,True,1,0,-5,4.4,6.7,1,-3,-3,-2,-3,6,93,5.2,1024,0,328,5,1.0,-7.0,0.5,8.3,1.0,1.0,-6.0,6.1,6.6,1.0,5.0,-5.0,0.0,10.0,2.0
68,True,1,1,-7,0.5,8.3,1,-5,-6,-3,-6,9,86,0.6,1026,1,171,6,1.0,-6.0,6.1,6.6,1.0,5.0,-5.0,0.0,10.0,2.0,3.0,-5.0,0.3,9.9,1.0
69,False,1,1,-7,0.5,8.3,1,-5,-6,-3,-6,9,86,0.6,1026,1,171,6,1.0,-6.0,6.1,6.6,1.0,5.0,-5.0,0.0,10.0,2.0,3.0,-5.0,0.3,9.9,1.0
70,False,1,1,-7,0.5,8.3,1,-5,-6,-3,-6,9,86,0.6,1026,1,171,6,1.0,-6.0,6.1,6.6,1.0,5.0,-5.0,0.0,10.0,2.0,3.0,-5.0,0.3,9.9,1.0
71,True,1,1,-7,0.5,8.3,1,-5,-6,-3,-6,9,86,0.6,1026,1,171,6,1.0,-6.0,6.1,6.6,1.0,5.0,-5.0,0.0,10.0,2.0,3.0,-5.0,0.3,9.9,1.0
72,False,1,1,-6,6.1,6.6,1,-3,-3,-1,-3,7,93,7.3,1024,1,298,5,5.0,-5.0,0.0,10.0,2.0,3.0,-5.0,0.3,9.9,1.0,2.0,-6.0,2.5,6.6,1.0
73,False,1,1,-6,6.1,6.6,1,-3,-3,-1,-3,7,93,7.3,1024,1,298,5,5.0,-5.0,0.0,10.0,2.0,3.0,-5.0,0.3,9.9,1.0,2.0,-6.0,2.5,6.6,1.0
74,False,1,1,-6,6.1,6.6,1,-3,-3,-1,-3,7,93,7.3,1024,1,298,5,5.0,-5.0,0.0,10.0,2.0,3.0,-5.0,0.3,9.9,1.0,2.0,-6.0,2.5,6.6,1.0
75,True,1,3,-5,0.3,9.9,1,-2,-2,0,-2,7,91,0.4,1023,3,156,4,2.0,-6.0,2.5,6.6,1.0,2.0,-4.0,1.4,6.6,1.0,1.0,-6.0,3.3,4.9,1.0
76,False,1,3,-5,0.3,9.9,1,-2,-2,0,-2,7,91,0.4,1023,3,156,4,2.0,-6.0,2.5,6.6,1.0,2.0,-4.0,1.4,6.6,1.0,1.0,-6.0,3.3,4.9,1.0
77,False,1,2,-4,1.4,6.6,1,-3,-3,-2,-3,5,94,1.8,1027,2,179,3,1.0,-6.0,3.3,4.9,1.0,2.0,-5.0,1.1,6.6,1.0,2.0,-7.0,0.0,9.8,1.0
78,False,1,2,-4,1.4,6.6,1,-3,-3,-2,-3,5,94,1.8,1027,2,179,3,1.0,-6.0,3.3,4.9,1.0,2.0,-5.0,1.1,6.6,1.0,2.0,-7.0,0.0,9.8,1.0
79,False,1,2,-5,1.1,6.6,1,-5,-5,-2,-5,14,85,1.3,1020,2,172,8,2.0,-7.0,0.0,9.8,1.0,2.0,-8.0,0.0,9.8,2.0,1.0,-13.0,0.0,9.8,1.0
80,True,1,2,-8,0.0,9.8,2,-8,-6,-4,-6,8,73,0.0,1035,2,187,4,1.0,-13.0,0.0,9.8,1.0,-2.0,-12.0,9.9,6.6,1.0,1.0,-9.0,0.0,9.8,1.0
81,True,1,1,-13,0.0,9.8,1,-11,-9,-6,-9,10,72,0.1,1034,1,174,5,-2.0,-12.0,9.9,6.6,1.0,1.0,-9.0,0.0,9.8,1.0,2.0,-12.0,0.0,9.8,2.0
82,False,1,1,-13,0.0,9.8,1,-11,-9,-6,-9,10,72,0.1,1034,1,174,5,-2.0,-12.0,9.9,6.6,1.0,1.0,-9.0,0.0,9.8,1.0,2.0,-12.0,0.0,9.8,2.0
83,False,1,-2,-12,9.9,6.6,1,-8,-9,-6,-9,14,83,11.8,1021,-2,295,9,1.0,-9.0,0.0,9.8,1.0,2.0,-12.0,0.0,9.8,2.0,0.0,-7.0,4.2,4.9,1.0
84,False,1,-2,-12,9.9,6.6,1,-8,-9,-6,-9,14,83,11.8,1021,-2,295,9,1.0,-9.0,0.0,9.8,1.0,2.0,-12.0,0.0,9.8,2.0,0.0,-7.0,4.2,4.9,1.0
85,True,3,1,-4,0.0,9.9,2,-8,-4,-2,-4,13,64,0.0,1023,1,181,7,1.0,-5.0,0.0,9.9,2.0,-1.0,-5.0,0.3,9.9,1.0,-3.0,-8.0,0.8,9.9,1.0
86,False,1,0,-7,4.2,4.9,1,-7,-8,-4,-8,18,82,5.1,1016,0,234,10,-2.0,-12.0,4.2,6.5,1.0,-2.0,-12.0,3.2,4.9,1.0,-2.0,-8.0,3.6,4.8,1.0
87,False,0,-6,-12,0.2,6.6,1,-11,-11,-10,-11,7,87,0.2,1022,-6,203,4,-6.0,-12.0,0.0,9.7,2.0,-5.0,-13.0,0.0,9.7,2.0,-3.0,-8.0,0.0,9.7,1.0
88,False,1,-2,-12,3.2,4.9,1,-8,-9,-6,-9,9,91,3.8,1020,-2,200,6,-2.0,-8.0,3.6,4.8,1.0,-4.0,-8.0,3.2,8.2,1.0,0.0,-5.0,2.0,8.2,1.0
89,False,1,-2,-8,3.6,4.8,1,-8,-7,-4,-7,11,77,4.2,1021,-2,200,8,-4.0,-8.0,3.2,8.2,1.0,0.0,-5.0,2.0,8.2,1.0,1.0,-5.0,1.5,6.5,1.0
90,True,1,6,-5,0.0,9.6,2,-8,-3,-1,-3,14,62,0.0,1029,6,147,7,1.0,-6.0,1.0,8.2,1.0,2.0,-6.0,0.6,9.6,1.0,5.0,-5.0,0.0,8.2,1.0
91,True,0,-3,-8,0.0,9.7,2,-8,-8,-6,-8,7,87,0.0,1031,-3,230,4,-2.0,-8.0,0.0,9.7,2.0,-2.0,-9.0,0.0,9.7,2.0,-2.0,-10.0,2.0,9.7,2.0
92,False,1,5,-5,0.0,8.2,1,-9,-4,0,-4,14,60,0.0,1029,5,229,7,1.0,-6.0,0.7,8.2,1.0,-2.0,-7.0,6.0,4.8,1.0,-1.0,-6.0,8.0,4.8,1.0
93,False,1,5,-5,0.0,8.2,1,-9,-4,0,-4,14,60,0.0,1029,5,229,7,1.0,-6.0,0.7,8.2,1.0,-2.0,-7.0,6.0,4.8,1.0,-1.0,-6.0,8.0,4.8,1.0
94,True,0,-2,-8,0.0,9.7,2,-7,-7,-6,-7,7,88,0.0,1031,-2,226,4,-2.0,-9.0,0.0,9.7,2.0,-2.0,-10.0,2.0,9.7,2.0,-5.0,-9.0,2.0,4.8,1.0
95,True,1,1,-6,0.7,8.2,1,-6,-5,-3,-5,9,88,0.8,1029,1,179,5,-2.0,-7.0,6.0,4.8,1.0,-1.0,-6.0,8.0,4.8,1.0,-2.0,-9.0,0.0,9.6,2.0
96,False,1,-2,-7,6.0,4.8,1,-5,-7,-4,-7,9,95,7.0,1018,-2,246,6,-1.0,-6.0,8.0,4.8,1.0,-2.0,-9.0,0.0,9.6,2.0,-2.0,-8.0,0.7,8.2,1.0
97,False,1,-2,-7,6.0,4.8,1,-5,-7,-4,-7,9,95,7.0,1018,-2,246,6,-1.0,-6.0,8.0,4.8,1.0,-2.0,-9.0,0.0,9.6,2.0,-2.0,-8.0,0.7,8.2,1.0
98,True,3,-3,-7,0.2,9.8,2,-8,-11,-6,-11,24,86,0.2,1016,-3,330,14,-4.0,-10.0,0.6,6.6,1.0,-5.0,-13.0,0.0,9.8,2.0,-6.0,-13.0,0.0,9.7,1.0
99,False,1,-1,-6,8.0,4.8,1,-4,-7,-3,-7,13,91,9.4,1017,-1,207,10,-2.0,-9.0,0.0,9.6,2.0,-2.0,-8.0,0.7,8.2,1.0,-6.0,-12.0,1.2,6.5,1.0
100,True,1,-1,-6,8.0,4.8,1,-4,-7,-3,-7,13,91,9.4,1017,-1,207,10,-2.0,-9.0,0.0,9.6,2.0,-2.0,-8.0,0.7,8.2,1.0,-6.0,-12.0,1.2,6.5,1.0
101,True,0,-6,-14,0.0,9.6,2,-13,-13,-11,-13,6,80,0.0,1030,-6,177,3,-7.0,-13.0,0.0,9.6,1.0,-8.0,-15.0,0.0,9.6,2.0,-6.0,-12.0,0.9,4.8,1.0
102,True,0,-2,-5,14.2,6.5,1,-3,-5,-2,-5,10,95,16.7,1008,-2,181,7,0.0,-6.0,7.4,4.8,1.0,1.0,-3.0,0.9,8.2,1.0,0.0,-5.0,0.0,4.8,1.0
103,False,1,0,-2,9.5,4.8,1,0,-1,0,-1,6,96,11.2,1009,0,253,5,4.0,-4.0,1.6,4.8,1.0,4.0,-4.0,0.0,6.5,1.0,1.0,-2.0,0.0,4.8,1.0
104,True,3,-1,-8,10.5,6.5,1,-4,-8,-2,-8,28,88,12.3,1011,-1,192,19,-1.0,-3.0,22.0,4.9,1.0,4.0,0.0,0.0,8.2,1.0,5.0,-1.0,0.0,6.5,1.0
105,False,4,8,3,0.0,6.5,1,-9,1,4,1,31,38,0.0,1016,8,138,15,7.0,1.0,0.0,4.8,1.0,4.0,-1.0,0.0,9.6,1.0,1.0,-4.0,0.0,9.6,2.0
106,True,3,-1,-5,0.0,9.7,2,-12,-6,-3,-6,11,52,0.0,1024,-1,309,6,0.0,-7.0,0.0,9.7,1.0,-2.0,-9.0,0.0,9.7,2.0,-5.0,-7.0,0.0,9.7,1.0
107,False,3,-2,-9,0.0,9.7,2,-15,-11,-6,-11,15,49,0.0,1038,-2,176,10,-5.0,-7.0,0.0,9.7,1.0,0.0,-8.0,8.3,4.9,2.0,3.0,1.0,2.0,4.9,1.0
108,True,1,-4,-9,2.8,4.8,1,-9,-8,-5,-8,7,90,3.3,1033,-4,294,5,0.0,-9.0,0.3,9.6,2.0,2.0,-4.0,6.8,4.8,1.0,2.0,-2.0,7.1,4.8,1.0
109,True,1,2,-4,6.8,4.8,1,0,-2,1,-2,9,97,9.7,1009,2,302,7,2.0,-2.0,7.1,4.8,1.0,2.0,-5.0,10.2,4.8,1.0,4.0,-7.0,0.0,9.6,2.0
110,True,1,2,-4,6.8,4.8,1,0,-2,1,-2,9,97,9.7,1009,2,302,7,2.0,-2.0,7.1,4.8,1.0,2.0,-5.0,10.2,4.8,1.0,4.0,-7.0,0.0,9.6,2.0
111,False,1,2,-4,6.8,4.8,1,0,-2,1,-2,9,97,9.7,1009,2,302,7,2.0,-2.0,7.1,4.8,1.0,2.0,-5.0,10.2,4.8,1.0,4.0,-7.0,0.0,9.6,2.0
112,True,3,3,1,2.0,4.9,1,-2,-2,2,-2,22,79,2.4,1008,3,199,14,5.0,-4.0,0.1,9.7,1.0,5.0,-2.0,0.0,9.8,2.0,2.0,-2.0,0.3,8.2,1.0
113,True,0,4,-4,5.0,7.0,1,-3,-3,0,-3,14,84,5.9,1007,4,229,9,3.0,-2.0,1.5,5.2,1.0,2.0,-4.0,0.0,8.7,2.0,1.0,-5.0,0.0,8.7,2.0
114,True,3,5,-4,0.1,9.7,1,-4,-1,1,-1,14,69,0.1,1019,5,266,9,5.0,-2.0,0.0,9.8,2.0,2.0,-2.0,0.3,8.2,1.0,4.0,-2.0,0.0,9.8,2.0
115,False,2,3,-3,0.0,9.8,2,-4,-4,0,-4,21,76,0.0,1019,3,276,13,3.0,-5.0,0.2,8.2,1.0,1.0,-6.0,0.0,9.8,1.0,2.0,-7.0,0.0,9.8,2.0
116,False,3,2,-6,0.0,9.8,2,-7,-4,-2,-4,10,67,0.0,1028,2,183,5,-1.0,-8.0,0.0,9.8,2.0,-3.0,-9.0,0.6,9.9,2.0,3.0,-7.0,2.0,4.9,1.0
117,True,1,-3,-11,2.5,8.2,1,-10,-9,-7,-9,8,90,3.0,1021,-3,202,5,1.0,-6.0,8.1,4.9,1.0,0.0,-7.0,5.5,6.5,1.0,1.0,-5.0,0.4,4.9,1.0
118,True,1,-3,-11,2.5,8.2,1,-10,-9,-7,-9,8,90,3.0,1021,-3,202,5,1.0,-6.0,8.1,4.9,1.0,0.0,-7.0,5.5,6.5,1.0,1.0,-5.0,0.4,4.9,1.0
119,True,1,1,-6,8.1,4.9,1,-3,-5,-2,-5,17,93,9.6,1000,1,207,10,0.0,-7.0,5.5,6.5,1.0,1.0,-5.0,0.4,4.9,1.0,-3.0,-11.0,2.1,4.9,1.0
120,False,1,1,-6,8.1,4.9,1,-3,-5,-2,-5,17,93,9.6,1000,1,207,10,0.0,-7.0,5.5,6.5,1.0,1.0,-5.0,0.4,4.9,1.0,-3.0,-11.0,2.1,4.9,1.0
121,True,3,3,-7,2.0,4.9,1,-2,-7,0,-7,60,87,24.8,1002,3,203,42,2.0,-1.0,0.0,4.9,1.0,0.0,-5.0,0.0,9.9,1.0,-3.0,-7.0,1.0,9.9,1.0
