,Dangerous,Location_x,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,humidity,precipMM,pressure,tempC,winddirDegree,windspeedKmph,maxtempC_1,mintempC_1,totalSnow_cm_1,sunHour_1,uvIndex_1,maxtempC_2,mintempC_2,totalSnow_cm_2,sunHour_2,uvIndex_2,maxtempC_3,mintempC_3,totalSnow_cm_3,sunHour_3,uvIndex_3
977,True,2,1,-8,0.0,10.1,1,-5,-8,-4,-8,18,96,0.0,1025,1,67,10,0.0,-6.0,0.1,8.6,1.0,-1.0,-7.0,2.6,5.6,1.0,3.0,-12.0,0.0,11.1,2.0
978,True,1,0,-7,0.2,10.1,1,-2,-4,-1,-4,11,97,0.3,1021,0,288,8,-1.0,-7.0,0.0,5.5,1.0,0.0,-18.0,0.0,11.0,2.0,-4.0,-16.0,0.0,11.0,2.0
979,True,1,0,-7,0.2,10.1,1,-2,-4,-1,-4,11,97,0.3,1021,0,288,8,-1.0,-7.0,0.0,5.5,1.0,0.0,-18.0,0.0,11.0,2.0,-4.0,-16.0,0.0,11.0,2.0
980,False,1,0,-7,0.2,10.1,1,-2,-4,-1,-4,11,97,0.3,1021,0,288,8,-1.0,-7.0,0.0,5.5,1.0,0.0,-18.0,0.0,11.0,2.0,-4.0,-16.0,0.0,11.0,2.0
981,True,1,-1,-7,0.0,5.5,1,-4,-8,-3,-8,28,92,0.0,1020,-1,177,16,0.0,-18.0,0.0,11.0,2.0,-4.0,-16.0,0.0,11.0,2.0,-3.0,-11.0,0.2,10.1,2.0
982,False,1,-1,-7,0.0,5.5,1,-4,-8,-3,-8,28,92,0.0,1020,-1,177,16,0.0,-18.0,0.0,11.0,2.0,-4.0,-16.0,0.0,11.0,2.0,-3.0,-11.0,0.2,10.1,2.0
983,True,1,-1,-7,0.0,5.5,1,-4,-8,-3,-8,28,92,0.0,1020,-1,177,16,0.0,-18.0,0.0,11.0,2.0,-4.0,-16.0,0.0,11.0,2.0,-3.0,-11.0,0.2,10.1,2.0
984,True,1,-1,-7,0.0,5.5,1,-4,-8,-3,-8,28,92,0.0,1020,-1,177,16,0.0,-18.0,0.0,11.0,2.0,-4.0,-16.0,0.0,11.0,2.0,-3.0,-11.0,0.2,10.1,2.0
985,True,3,-3,-18,0.0,11.1,2,-12,-16,-12,-16,15,95,0.0,1031,-3,80,8,-3.0,-9.0,0.1,10.1,2.0,-1.0,-3.0,1.6,5.5,1.0,1.0,-1.0,3.7,8.6,1.0
986,False,1,-4,-16,0.0,11.0,2,-12,-14,-10,-14,14,88,0.0,1025,-4,168,9,-3.0,-11.0,0.2,10.1,2.0,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0
987,True,1,-4,-16,0.0,11.0,2,-12,-14,-10,-14,14,88,0.0,1025,-4,168,9,-3.0,-11.0,0.2,10.1,2.0,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0
988,False,1,-4,-16,0.0,11.0,2,-12,-14,-10,-14,14,88,0.0,1025,-4,168,9,-3.0,-11.0,0.2,10.1,2.0,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0
989,False,1,-4,-16,0.0,11.0,2,-12,-14,-10,-14,14,88,0.0,1025,-4,168,9,-3.0,-11.0,0.2,10.1,2.0,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0
990,True,2,-5,-10,0.2,11.1,2,-8,-13,-7,-13,18,95,0.3,1019,-5,138,13,-1.0,-7.0,8.4,5.5,1.0,0.0,-3.0,2.5,7.0,1.0,3.0,-5.0,2.7,7.0,1.0
991,False,1,-3,-11,0.2,10.1,2,-9,-10,-7,-10,11,88,0.3,1018,-3,189,7,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0
992,True,1,-3,-11,0.2,10.1,2,-9,-10,-7,-10,11,88,0.3,1018,-3,189,7,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0
993,True,1,-3,-11,0.2,10.1,2,-9,-10,-7,-10,11,88,0.3,1018,-3,189,7,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0
994,False,1,-3,-11,0.2,10.1,2,-9,-10,-7,-10,11,88,0.3,1018,-3,189,7,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0
995,False,1,-3,-11,0.2,10.1,2,-9,-10,-7,-10,11,88,0.3,1018,-3,189,7,-2.0,-12.0,0.0,10.9,2.0,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0
996,False,3,-1,-3,1.6,5.5,1,-2,-5,-2,-5,11,97,1.9,1010,-1,201,7,1.0,-1.0,3.7,8.6,1.0,1.0,-2.0,4.7,5.5,1.0,2.0,-12.0,0.7,10.1,1.0
997,False,3,-1,-3,1.6,5.5,1,-2,-5,-2,-5,11,97,1.9,1010,-1,201,7,1.0,-1.0,3.7,8.6,1.0,1.0,-2.0,4.7,5.5,1.0,2.0,-12.0,0.7,10.1,1.0
998,False,2,-1,-7,8.4,5.5,1,-3,-7,-3,-7,14,99,9.8,1010,-1,263,10,0.0,-3.0,2.5,7.0,1.0,3.0,-5.0,2.7,7.0,1.0,5.0,-6.0,0.3,11.0,1.0
999,False,2,-1,-7,8.4,5.5,1,-3,-7,-3,-7,14,99,9.8,1010,-1,263,10,0.0,-3.0,2.5,7.0,1.0,3.0,-5.0,2.7,7.0,1.0,5.0,-6.0,0.3,11.0,1.0
1000,True,1,-2,-12,0.0,10.9,2,-8,-10,-7,-10,10,93,0.0,1014,-2,163,6,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0
1001,True,1,-2,-12,0.0,10.9,2,-8,-10,-7,-10,10,93,0.0,1014,-2,163,6,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0
1002,True,1,-2,-12,0.0,10.9,2,-8,-10,-7,-10,10,93,0.0,1014,-2,163,6,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0
1003,True,1,-2,-12,0.0,10.9,2,-8,-10,-7,-10,10,93,0.0,1014,-2,163,6,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0
1004,True,1,-2,-12,0.0,10.9,2,-8,-10,-7,-10,10,93,0.0,1014,-2,163,6,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0
1005,True,1,-2,-12,0.0,10.9,2,-8,-10,-7,-10,10,93,0.0,1014,-2,163,6,-1.0,-11.0,0.0,10.9,1.0,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0
1006,True,1,-1,-11,0.0,10.9,1,-4,-6,-4,-6,8,97,0.1,1015,-1,203,5,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0,1.0,-8.0,0.0,7.0,1.0
1007,True,1,-1,-11,0.0,10.9,1,-4,-6,-4,-6,8,97,0.1,1015,-1,203,5,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0,1.0,-8.0,0.0,7.0,1.0
1008,False,1,-1,-11,0.0,10.9,1,-4,-6,-4,-6,8,97,0.1,1015,-1,203,5,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0,1.0,-8.0,0.0,7.0,1.0
1009,True,1,-1,-11,0.0,10.9,1,-4,-6,-4,-6,8,97,0.1,1015,-1,203,5,0.0,-12.0,0.5,7.0,1.0,1.0,-13.0,0.0,8.5,1.0,1.0,-8.0,0.0,7.0,1.0
1010,False,1,0,-12,0.5,7.0,1,-6,-7,-5,-7,8,99,0.6,1017,0,206,5,1.0,-13.0,0.0,8.5,1.0,1.0,-8.0,0.0,7.0,1.0,1.0,-11.0,0.1,7.0,1.0
1011,True,2,5,-6,0.3,11.0,1,-2,-3,-1,-3,12,94,1.3,1014,5,185,7,5.0,-4.0,0.0,10.1,1.0,5.0,-4.0,0.0,10.9,2.0,5.0,-3.0,0.0,10.1,1.0
1012,True,1,1,-13,0.0,8.5,1,-6,-6,-6,-6,5,99,0.0,1022,1,208,3,1.0,-8.0,0.0,7.0,1.0,1.0,-11.0,0.1,7.0,1.0,1.0,-6.0,0.0,10.8,1.0
1013,False,1,1,-13,0.0,8.5,1,-6,-6,-6,-6,5,99,0.0,1022,1,208,3,1.0,-8.0,0.0,7.0,1.0,1.0,-11.0,0.1,7.0,1.0,1.0,-6.0,0.0,10.8,1.0
1014,True,1,1,-13,0.0,8.5,1,-6,-6,-6,-6,5,99,0.0,1022,1,208,3,1.0,-8.0,0.0,7.0,1.0,1.0,-11.0,0.1,7.0,1.0,1.0,-6.0,0.0,10.8,1.0
1015,True,1,1,-8,0.0,7.0,1,-3,-4,-2,-4,7,99,0.0,1025,1,194,4,1.0,-11.0,0.1,7.0,1.0,1.0,-6.0,0.0,10.8,1.0,1.0,-2.0,0.1,5.4,1.0
1016,True,1,1,-8,0.0,7.0,1,-3,-4,-2,-4,7,99,0.0,1025,1,194,4,1.0,-11.0,0.1,7.0,1.0,1.0,-6.0,0.0,10.8,1.0,1.0,-2.0,0.1,5.4,1.0
1017,False,1,1,-8,0.0,7.0,1,-3,-4,-2,-4,7,99,0.0,1025,1,194,4,1.0,-11.0,0.1,7.0,1.0,1.0,-6.0,0.0,10.8,1.0,1.0,-2.0,0.1,5.4,1.0
1018,True,1,1,-8,0.0,7.0,1,-3,-4,-2,-4,7,99,0.0,1025,1,194,4,1.0,-11.0,0.1,7.0,1.0,1.0,-6.0,0.0,10.8,1.0,1.0,-2.0,0.1,5.4,1.0
1019,False,1,1,-11,0.1,7.0,1,-3,-5,-2,-5,11,98,0.2,1023,1,239,6,1.0,-6.0,0.0,10.8,1.0,1.0,-2.0,0.1,5.4,1.0,0.0,-8.0,0.0,5.2,1.0
1020,False,1,1,-6,0.0,10.8,1,-3,-5,-3,-5,10,98,0.0,1026,1,142,5,1.0,-2.0,0.1,5.4,1.0,0.0,-8.0,0.0,5.2,1.0,-1.0,-7.0,0.2,6.8,1.0
1021,True,1,1,-6,0.0,10.8,1,-3,-5,-3,-5,10,98,0.0,1026,1,142,5,1.0,-2.0,0.1,5.4,1.0,0.0,-8.0,0.0,5.2,1.0,-1.0,-7.0,0.2,6.8,1.0
1022,True,3,0,-8,0.1,10.0,1,-4,-7,-3,-7,17,96,0.1,1025,0,139,11,0.0,-9.0,0.1,5.2,1.0,-1.0,-13.0,0.0,6.8,1.0,-1.0,-16.0,0.3,8.4,1.0
1023,False,1,1,-2,0.1,5.4,1,0,-3,0,-3,16,99,0.1,1022,1,280,10,0.0,-8.0,0.0,5.2,1.0,-1.0,-7.0,0.2,6.8,1.0,-1.0,-20.0,0.0,10.3,1.0
1024,False,1,1,-2,0.1,5.4,1,0,-3,0,-3,16,99,0.1,1022,1,280,10,0.0,-8.0,0.0,5.2,1.0,-1.0,-7.0,0.2,6.8,1.0,-1.0,-20.0,0.0,10.3,1.0
1025,False,1,1,-2,0.1,5.4,1,0,-3,0,-3,16,99,0.1,1022,1,280,10,0.0,-8.0,0.0,5.2,1.0,-1.0,-7.0,0.2,6.8,1.0,-1.0,-20.0,0.0,10.3,1.0
1026,False,1,1,-2,0.1,5.4,1,0,-3,0,-3,16,99,0.1,1022,1,280,10,0.0,-8.0,0.0,5.2,1.0,-1.0,-7.0,0.2,6.8,1.0,-1.0,-20.0,0.0,10.3,1.0
1027,False,1,1,-2,0.1,5.4,1,0,-3,0,-3,16,99,0.1,1022,1,280,10,0.0,-8.0,0.0,5.2,1.0,-1.0,-7.0,0.2,6.8,1.0,-1.0,-20.0,0.0,10.3,1.0
1028,True,1,1,-2,0.1,5.4,1,0,-3,0,-3,16,99,0.1,1022,1,280,10,0.0,-8.0,0.0,5.2,1.0,-1.0,-7.0,0.2,6.8,1.0,-1.0,-20.0,0.0,10.3,1.0
1029,True,2,3,-8,0.0,10.1,1,-3,-5,-3,-5,13,97,0.0,1022,3,171,7,2.0,-12.0,0.0,8.5,1.0,1.0,-10.0,0.0,10.8,1.0,0.0,-6.0,2.1,6.9,1.0
1030,False,2,2,-12,0.0,8.5,1,-5,-7,-5,-7,12,96,0.0,1022,2,205,6,1.0,-10.0,0.0,10.8,1.0,0.0,-6.0,2.1,6.9,1.0,-1.0,-7.0,1.6,5.4,1.0
1031,True,1,0,-8,0.0,5.2,1,-2,-5,-2,-5,14,99,0.0,1021,0,197,7,-1.0,-7.0,0.2,6.8,1.0,-1.0,-20.0,0.0,10.3,1.0,0.0,-12.0,0.0,10.0,2.0
1032,False,1,2,-2,0.2,8.4,1,0,-2,0,-2,13,98,0.2,1014,2,168,7,0.0,-6.0,0.0,6.7,1.0,0.0,-8.0,0.0,6.7,1.0,0.0,-6.0,0.0,6.7,1.0
1033,False,1,0,-6,0.0,6.7,1,-2,-5,-2,-5,16,98,0.0,1013,0,144,8,2.0,-6.0,0.0,10.0,1.0,0.0,-16.0,0.1,5.0,1.0,-1.0,-6.0,0.5,5.0,1.0
1034,False,1,0,-16,0.1,5.0,1,-7,-8,-7,-8,8,100,0.1,1020,0,207,4,-1.0,-6.0,0.5,5.0,1.0,0.0,-9.0,0.0,8.3,1.0,0.0,-13.0,0.0,6.7,1.0
1035,True,1,0,-9,0.0,8.3,1,-5,-9,-5,-9,18,98,0.0,1021,0,146,10,0.0,-13.0,0.0,6.7,1.0,0.0,-12.0,0.0,6.7,1.0,0.0,-5.0,0.0,6.6,1.0
1036,True,1,0,-12,0.0,6.7,1,-5,-8,-5,-8,11,99,0.0,1025,0,177,6,0.0,-5.0,0.0,6.6,1.0,0.0,-6.0,0.2,5.0,2.0,-1.0,-13.0,0.0,8.3,1.0
1037,True,1,-1,-13,0.0,8.3,1,-8,-11,-8,-11,11,99,0.0,1023,-1,169,6,-1.0,-10.0,0.3,6.6,1.0,-2.0,-9.0,0.2,5.0,1.0,-1.0,-3.0,0.0,9.9,1.0
1038,False,0,-2,-16,0.0,5.0,1,-9,-12,-9,-12,11,99,0.0,1024,-2,240,6,-3.0,-12.0,0.0,9.9,1.0,-3.0,-9.0,0.0,6.6,1.0,-1.0,-4.0,2.1,5.0,1.0
1039,True,3,-4,-22,0.0,10.0,1,-14,-18,-14,-18,15,98,0.0,1023,-4,265,8,-3.0,-14.0,1.5,6.7,1.0,1.0,-3.0,5.5,10.0,1.0,1.0,-4.0,1.3,5.0,1.0
1040,False,1,-1,-10,0.3,6.6,1,-6,-9,-6,-9,11,100,0.4,1022,-1,253,7,-2.0,-9.0,0.2,5.0,1.0,-1.0,-3.0,0.0,9.9,1.0,0.0,-3.0,0.0,9.9,2.0
1041,True,2,-3,-18,0.0,10.1,1,-11,-14,-10,-14,13,98,0.0,1024,-3,203,7,-3.0,-8.0,0.7,8.3,1.0,-1.0,-4.0,6.6,5.0,1.0,-3.0,-4.0,15.2,5.0,1.0
1042,True,2,-3,-8,0.7,8.3,1,-5,-9,-5,-9,15,99,0.9,1009,-3,275,10,-1.0,-4.0,6.6,5.0,1.0,-3.0,-4.0,15.2,5.0,1.0,-2.0,-3.0,5.0,5.0,1.0
1043,True,2,-3,-8,0.7,8.3,1,-5,-9,-5,-9,15,99,0.9,1009,-3,275,10,-1.0,-4.0,6.6,5.0,1.0,-3.0,-4.0,15.2,5.0,1.0,-2.0,-3.0,5.0,5.0,1.0
1044,True,1,-2,-9,0.2,5.0,1,-5,-9,-5,-9,16,99,0.2,1009,-2,262,10,-1.0,-3.0,0.0,9.9,1.0,0.0,-3.0,0.0,9.9,2.0,-1.0,-4.0,0.0,9.8,1.0
1045,True,1,-1,-3,0.0,9.9,1,-2,-6,-2,-6,29,98,0.0,990,-1,185,17,0.0,-3.0,0.0,9.9,2.0,-1.0,-4.0,0.0,9.8,1.0,0.0,-3.0,0.1,9.8,1.0
1046,True,1,-1,-3,0.0,9.9,1,-2,-6,-2,-6,29,98,0.0,990,-1,185,17,0.0,-3.0,0.0,9.9,2.0,-1.0,-4.0,0.0,9.8,1.0,0.0,-3.0,0.1,9.8,1.0
1047,False,3,1,-4,1.3,5.0,1,-2,-8,-2,-8,36,98,2.3,1002,1,138,22,-1.0,-4.0,3.1,5.0,1.0,0.0,-3.0,3.6,5.0,1.0,0.0,-7.0,0.7,6.6,2.0
1048,True,1,-1,-4,0.0,9.8,1,-2,-5,-2,-5,18,98,0.0,1001,-1,159,11,0.0,-3.0,0.1,9.8,1.0,1.0,-2.0,0.0,6.6,2.0,1.0,-6.0,0.0,9.8,2.0
1049,False,1,-1,-4,0.0,9.8,1,-2,-5,-2,-5,18,98,0.0,1001,-1,159,11,0.0,-3.0,0.1,9.8,1.0,1.0,-2.0,0.0,6.6,2.0,1.0,-6.0,0.0,9.8,2.0
1050,True,1,0,-3,0.1,9.8,1,-1,-6,-1,-6,30,97,0.1,1005,0,171,17,1.0,-2.0,0.0,6.6,2.0,1.0,-6.0,0.0,9.8,2.0,1.0,-5.0,0.0,6.6,1.0
1051,False,1,0,-3,0.1,9.8,1,-1,-6,-1,-6,30,97,0.1,1005,0,171,17,1.0,-2.0,0.0,6.6,2.0,1.0,-6.0,0.0,9.8,2.0,1.0,-5.0,0.0,6.6,1.0
1052,True,1,1,-2,0.0,6.6,2,-1,-6,-1,-6,31,98,0.0,1011,1,161,17,1.0,-6.0,0.0,9.8,2.0,1.0,-5.0,0.0,6.6,1.0,0.0,-14.0,0.0,9.8,1.0
1053,True,1,1,-2,0.0,6.6,2,-1,-6,-1,-6,31,98,0.0,1011,1,161,17,1.0,-6.0,0.0,9.8,2.0,1.0,-5.0,0.0,6.6,1.0,0.0,-14.0,0.0,9.8,1.0
1054,True,1,0,-8,0.0,8.2,1,-4,-7,-4,-7,15,98,0.0,1033,0,125,8,1.0,-13.0,0.0,8.2,1.0,0.0,-15.0,0.0,9.7,2.0,-2.0,-14.0,0.0,9.7,2.0
1055,True,3,-4,-11,0.0,8.3,1,-7,-12,-7,-12,25,95,0.0,1028,-4,52,13,0.0,-16.0,0.0,9.8,2.0,0.0,-14.0,0.0,9.8,2.0,-1.0,-17.0,0.0,9.8,2.0
1056,False,1,1,-9,0.0,8.2,1,-4,-8,-4,-8,19,97,0.0,1026,1,174,10,1.0,-9.0,0.0,9.6,1.0,0.0,-11.0,0.0,4.8,1.0,0.0,-7.0,0.3,4.8,1.0
1057,False,1,0,-7,0.3,4.8,1,-2,-5,-2,-5,13,98,0.3,1026,0,246,7,0.0,-5.0,0.0,8.2,1.0,-3.0,-14.0,0.0,9.6,1.0,-4.0,-9.0,0.0,4.8,1.0
1058,True,1,0,-7,0.3,4.8,1,-2,-5,-2,-5,13,98,0.3,1026,0,246,7,0.0,-5.0,0.0,8.2,1.0,-3.0,-14.0,0.0,9.6,1.0,-4.0,-9.0,0.0,4.8,1.0
1059,False,1,0,-5,0.0,8.2,1,-3,-6,-2,-6,21,98,0.0,1029,0,182,11,-3.0,-14.0,0.0,9.6,1.0,-4.0,-9.0,0.0,4.8,1.0,-5.0,-10.0,0.1,8.2,2.0
1060,True,3,-2,-17,0.0,9.8,2,-12,-14,-11,-14,11,91,0.0,1036,-2,193,6,-5.0,-18.0,0.1,6.6,1.0,-4.0,-6.0,1.2,4.9,1.0,-3.0,-6.0,1.2,6.6,1.0
1061,False,3,-4,-6,1.2,4.9,1,-5,-9,-5,-9,14,98,1.4,1021,-4,221,9,-3.0,-6.0,1.2,6.6,1.0,-3.0,-19.0,0.0,9.7,1.0,-5.0,-22.0,0.0,8.2,1.0
1062,True,0,-2,-8,0.2,9.6,2,-4,-9,-4,-9,23,99,0.3,1015,-2,327,14,-2.0,-7.0,3.1,4.8,1.0,-1.0,-16.0,0.0,8.2,1.0,0.0,-15.0,0.0,6.5,1.0
1063,False,1,0,-4,0.3,8.2,2,-2,-6,-2,-6,24,97,0.4,1008,0,206,13,2.0,-7.0,0.0,9.6,2.0,1.0,-7.0,0.0,9.6,2.0,0.0,-11.0,0.0,9.6,1.0
1064,False,1,2,-10,0.0,9.6,2,-6,-6,-5,-6,6,95,0.0,1028,2,137,3,0.0,-4.0,0.0,8.2,1.0,1.0,-7.0,0.0,9.6,2.0,0.0,-10.0,0.2,8.2,1.0
1065,True,1,2,-10,0.0,9.6,2,-6,-6,-5,-6,6,95,0.0,1028,2,137,3,0.0,-4.0,0.0,8.2,1.0,1.0,-7.0,0.0,9.6,2.0,0.0,-10.0,0.2,8.2,1.0
1066,True,2,0,-10,0.0,9.8,1,-7,-10,-6,-10,16,97,0.0,1030,0,88,8,0.0,-8.0,0.1,9.8,1.0,0.0,-2.0,5.2,4.9,1.0,-1.0,-4.0,1.9,4.9,1.0
1067,True,2,0,-8,0.1,9.8,1,-4,-6,-4,-6,9,99,0.1,1022,0,263,5,0.0,-2.0,5.2,4.9,1.0,-1.0,-4.0,1.9,4.9,1.0,-4.0,-21.0,0.4,8.2,1.0
1068,True,3,1,-3,0.0,4.9,1,0,-6,0,-6,40,99,3.7,1011,1,193,25,0.0,-5.0,0.0,4.9,1.0,-2.0,-15.0,0.0,9.8,2.0,-5.0,-17.0,0.0,9.8,1.0
1069,True,1,1,-1,1.2,4.8,1,-1,-5,-1,-5,23,99,1.4,1006,1,223,14,-1.0,-6.0,0.5,4.8,1.0,-4.0,-14.0,0.0,9.6,2.0,-6.0,-22.0,0.0,9.6,1.0
1070,True,1,1,-1,1.2,4.8,1,-1,-5,-1,-5,23,99,1.4,1006,1,223,14,-1.0,-6.0,0.5,4.8,1.0,-4.0,-14.0,0.0,9.6,2.0,-6.0,-22.0,0.0,9.6,1.0
1071,False,1,-1,-6,0.5,4.8,1,-3,-8,-3,-8,28,98,0.6,1015,-1,183,17,-4.0,-14.0,0.0,9.6,2.0,-6.0,-22.0,0.0,9.6,1.0,-12.0,-25.0,0.0,8.2,1.0
1072,False,1,-1,-6,0.5,4.8,1,-3,-8,-3,-8,28,98,0.6,1015,-1,183,17,-4.0,-14.0,0.0,9.6,2.0,-6.0,-22.0,0.0,9.6,1.0,-12.0,-25.0,0.0,8.2,1.0
1073,False,1,-1,-6,0.5,4.8,1,-3,-8,-3,-8,28,98,0.6,1015,-1,183,17,-4.0,-14.0,0.0,9.6,2.0,-6.0,-22.0,0.0,9.6,1.0,-12.0,-25.0,0.0,8.2,1.0
1074,True,1,-1,-6,0.5,4.8,1,-3,-8,-3,-8,28,98,0.6,1015,-1,183,17,-4.0,-14.0,0.0,9.6,2.0,-6.0,-22.0,0.0,9.6,1.0,-12.0,-25.0,0.0,8.2,1.0
1075,True,4,-8,-19,2.1,9.7,1,-13,-18,-12,-18,22,91,2.5,1015,-8,260,15,-4.0,-10.0,0.4,6.5,1.0,-5.0,-12.0,0.0,9.7,2.0,-2.0,-8.0,0.0,9.7,2.0
1076,False,1,-8,-23,0.1,8.2,1,-14,-18,-13,-18,15,99,0.1,1014,-8,261,10,-6.0,-12.0,0.4,8.2,1.0,-7.0,-13.0,0.0,9.6,2.0,-5.0,-10.0,0.0,9.7,2.0
1077,False,3,2,-4,0.0,9.9,2,-12,-6,-2,-6,22,46,0.0,1025,2,249,13,8.0,-3.0,0.0,9.9,2.0,9.0,-1.0,0.0,10.0,2.0,9.0,-3.0,0.0,10.0,2.0
