Date,Area,Region,Trigger,Depth,Width
2/28/2010,Maybird Gulch,Salt Lake,Skier,16,
2/28/2010,Bonanza Flats,Salt Lake,Skier,12,40
2/28/2010,Bonanza Flats,Salt Lake,Skier,12,20
2/27/2010,Lambs Canyon,Salt Lake,Skier,20,70
2/27/2010,Lambs Canyon,Salt Lake,Unknown,,
2/27/2010,Park City Ridgeline,Salt Lake,Skier,14,40
2/27/2010,west porter,Salt Lake,Skier,12,30
2/27/2010,Mt Aire,Salt Lake,Skier,15,
2/27/2010,White Pine Canyon,Salt Lake,Skier,2,100
2/27/2010,Scotts Bluff,Salt Lake,Skier,12,80
2/26/2010,MacDonalds Draw,Salt Lake,Unknown,12,
2/26/2010,Moonlight,Salt Lake,Unknown,,
2/26/2010,Pioneer Ridge,Salt Lake,Skier,20,100
2/26/2010,,Salt Lake,Skier,16,
2/26/2010,Mt Aire,Salt Lake,Unknown,,
2/26/2010,Mineral Fork,Salt Lake,Snowboarder,2,80
2/26/2010,Soldier Fork,Salt Lake,Unknown,2,500
2/26/2010,Mary Chutes,Salt Lake,Unknown,18,40
2/26/2010,MacDonalds Draw,Salt Lake,Skier,,150
2/26/2010,Salt Lake,Salt Lake,Skier,4,20
2/26/2010,Bountiful Ridge,Salt Lake,Unknown,15,100
2/26/2010,Igloo Chutes,Salt Lake,Natural,,150
2/26/2010,No No Name,Salt Lake,Unknown,,600
2/25/2010,Superior,Salt Lake,Skier,8,30
2/25/2010,West Willow,Salt Lake,Skier,18,60
2/25/2010,Neffs,Salt Lake,Unknown,18,200
2/25/2010,Monitors,Salt Lake,Skier,15,150
2/25/2010,Porter Fork,Salt Lake,Skier,12,800
2/25/2010,Lake Desolation,Salt Lake,Unknown,20,35
2/24/2010,Lake Desolation,Salt Lake,Unknown,,
2/24/2010,Mt Aire,Salt Lake,Skier,15,300
2/24/2010,Claytons,Salt Lake,Skier,18,20
2/24/2010,Mt Raymond,Salt Lake,Skier,12,100
2/24/2010,Lambs Canyon,Salt Lake,Skier,18,
2/24/2010,White Pine,Salt Lake,Unknown,12,60
2/23/2010,Sun Dial,Salt Lake,Unknown,12,100
2/23/2010,Cardiff Peak,Salt Lake,Unknown,,

2/23/2010,South Monitor,Salt Lake,Skier,12,150
2/23/2010,Tolgate Canyon,Salt Lake,Unknown,14,400
2/22/2010,Main Days,Salt Lake,Skier,18,40
2/22/2010,Lower  Days,Salt Lake,Skier,19,45
2/22/2010,Upper Mineral,Salt Lake,Skier,20,60
2/22/2010,Pioneer Ridge,Salt Lake,Snowboarder,12,100
2/22/2010,Lower  Days,Salt Lake,Skier,12,200
2/22/2010,Sound of Music,Salt Lake,Skier,,
2/22/2010,Lower Mineral,Salt Lake,Skier,16,
2/22/2010,Days Headwall,Salt Lake,Skier,18,80
2/22/2010,Days Headwall,Salt Lake,Skier,,90
2/22/2010,Ontario Canyon,Salt Lake,Skier,12,40
2/22/2010,Maybird Gulch,Salt Lake,Skier,12,50
2/22/2010,Lower Mineral,Salt Lake,Skier,12,80
2/21/2010,Meadows,Salt Lake,Unknown,12,40
2/21/2010,Porter Fork,Salt Lake,Natural,2,
2/21/2010,Porter Fork,Salt Lake,Skier,2,50
2/21/2010,Park City Ridgeline,Salt Lake,Unknown,12,40
2/21/2010,Yellow Jacket,Salt Lake,Skier,18,30
2/21/2010,Neffs,Salt Lake,Skier,18,80
2/21/2010,Hidden Canyon,Salt Lake,Skier,10,20
2/21/2010,Thomas Fork,Salt Lake,Natural,,
2/21/2010,Toll Canyon,Salt Lake,Skier,,
2/21/2010,Upper Mill Creek,Salt Lake,Skier,12,40
2/21/2010,Butler Fork,Salt Lake,Unknown,12,80
2/21/2010,Flanigans,Salt Lake,Skier,12,50
2/21/2010,Wilson Glade,Salt Lake,Skier,10,80
2/21/2010,lake Peak,Salt Lake,Skier,12,40
2/20/2010,Salt Lake,Salt Lake,Skier,12,200
2/20/2010,Toledo Peak,Salt Lake,Skier,12,60
2/20/2010,Cardiff Peak,Salt Lake,Unknown,14,70
2/20/2010,Mineral Fork,Salt Lake,Skier,15,125
2/20/2010,Lambs Canyon,Salt Lake,Skier,12,150
2/20/2010,Montreal Hill,Salt Lake,Skier,18,70
2/20/2010,Argenta,Salt Lake,Skier,12,100
2/20/2010,Park City Ridgeline,Salt Lake,Skier,12,
2/20/2010,Argenta Chutes,Salt Lake,Skier,14,125
2/20/2010,Little Pine,Salt Lake,Skier,,
2/19/2010,Toledo Bowl,Salt Lake,Skier,12,70
2/19/2010,Cardiac Ridge,Salt Lake,Skier,15,175
2/19/2010,Lower Mineral,Salt Lake,Skier,10,50
2/19/2010,Broads Fork,Salt Lake,Natural,3,200
2/19/2010,Silver Fork,Salt Lake,Unknown,12,60
2/19/2010,Little Water Peak,Salt Lake,Skier,10,150
2/19/2010,Millicent Back Bowl,Salt Lake,Natural,,45
2/18/2010,Reed and Benson Ridge,Salt Lake,Skier,4,50
2/18/2010,Lambs,Salt Lake,Skier,12,500
2/18/2010,Porter Fork,Salt Lake,Unknown,,
2/18/2010,Millicent Back Bowl,Salt Lake,Unknown,2,60
2/18/2010,Park City Ridgeline,Salt Lake,Unknown,8,80

2/18/2010,Pioneer Ridge,Salt Lake,Unknown,,
2/17/2010,,Salt Lake,Unknown,2,80
2/17/2010,Scotties Bowl,Salt Lake,Unknown,18,100
2/17/2010,Little Water Peak,Salt Lake,Skier,12,250
2/17/2010,Intermediate Ridge,Salt Lake,Skier,10,20
2/17/2010,Days Fork,Salt Lake,Skier,12,80
2/16/2010,Cottonwood Draw,Salt Lake,Natural,,800
2/16/2010,Hellgate,Salt Lake,Natural,,
2/16/2010,Two Trees,Salt Lake,Skier,12,300
2/16/2010,Twin Lakes Pass,Salt Lake,Unknown,2,70
2/16/2010,Salt Lake,Salt Lake,Skier,12,40
2/16/2010,Cardiac Ridge,Salt Lake,Natural,12,150
2/16/2010,Mt. Aire,Salt Lake,Skier,12,350
2/16/2010,Alexander Basin,Salt Lake,Skier,8,
2/16/2010,Georges Bowl,Salt Lake,Unknown,18,40
2/16/2010,Salt Lake,Salt Lake,Unknown,,
2/15/2010,White Pine Trees,Salt Lake,Snowboarder,18,80
2/15/2010,Figure 8 Hill,Salt Lake,Skier,,50
2/15/2010,Porter Fork,Salt Lake,Unknown,10,500
2/14/2010,Meadows,Salt Lake,Skier,7,30
2/14/2010,Lower Mineral,Salt Lake,Skier,,90
2/14/2010,Park City Ridgeline,Salt Lake,Skier,12,200
2/14/2010,Tri County Peak,Salt Lake,Skier,2,
2/14/2010,Moonrocks,Salt Lake,Natural,2,150
2/14/2010,Flagstaff Gully,Salt Lake,Skier,15,80
2/14/2010,Soldier Fork,Salt Lake,Unknown,,
2/14/2010,No Name Bowl,Salt Lake,Skier,12,150
2/14/2010,West Willow,Salt Lake,Skier,,100
2/14/2010,Wolverine Peak,Salt Lake,Skier,2,
2/14/2010,Park City Ridgeline,Salt Lake,Skier,12,200
2/14/2010,Patsy Marly,Salt Lake,Skier,18,
2/14/2010,Little Water,Salt Lake,Skier,12,175
2/14/2010,Home Run,Salt Lake,Unknown,,
2/13/2010,Reynolds Peak,Salt Lake,Skier,10,200
2/13/2010,Butler Fork,Salt Lake,Unknown,12,200
2/13/2010,Emma Ridges,Salt Lake,Skier,,80
2/13/2010,west porter,Salt Lake,Snowboarder,6,50
2/13/2010,Murdock Peak,Salt Lake,Skier,6,200
2/13/2010,Lambs,Salt Lake,Skier,16,300
2/13/2010,West Desolation Ridge,Salt Lake,Skier,12,200
2/13/2010,Santiago,Salt Lake,Skier,6,50
2/13/2010,Twin Lakes Pass,Salt Lake,Skier,8,50
2/12/2010,Mill B South,Salt Lake,Skier,3,200
2/12/2010,Lambs,Salt Lake,Skier,6,300
2/11/2010,Todds Bowl,Salt Lake,Skier,,50
2/11/2010,Argenta,Salt Lake,Natural,,
2/7/2010,,Salt Lake,Skier,2,400
2/7/2010,,Salt Lake,Unknown,18,
2/7/2010,Days Headwall,Salt Lake,Skier,20,100
2/7/2010,Porter Fork,Salt Lake,Skier,,

2/6/2010,,Salt Lake,Skier,,70
2/6/2010,Porter Fork,Salt Lake,Skier,3,20
2/3/2010,Porter Fork,Salt Lake,Skier,3,10
2/2/2010,Grandview Peak,Salt Lake,Unknown,,
2/1/2010,Python Chutes,Salt Lake,Snowboarder,4,40
2/1/2010,Salt Lake,Salt Lake,Unknown,18,30
1/30/2010,Under Mt. Gog  East,Salt Lake,Snowmobiler,3,125
1/30/2010,"White Pine Knob, NW ridge low",Salt Lake,Snowmobiler,2,250
1/30/2010,Salt Lake,Salt Lake,Unknown,3,100
1/29/2010,,Salt Lake,Snowmobiler,3.5,250
1/29/2010,Box Canyon,Salt Lake,Unknown,,
1/28/2010,Yellowjacket Gulch,Salt Lake,Skier,3,200
1/28/2010,Murdock Peak,Salt Lake,Skier,2.5,500
1/28/2010,Toledo Peak,Salt Lake,Natural,,
1/27/2010,Big Cottonwood Canyon,Salt Lake,,6,40
1/27/2010,Bullen Basin,Salt Lake,Snowmobiler,4,150
1/27/2010,,Salt Lake,Skier,3,200
1/27/2010,Wilson Chutes,Salt Lake,Skier,3,"1,500"
1/27/2010,Yellowjacket Gulch,Salt Lake,Skier,3.5,600
1/27/2010,Mt Aire,Salt Lake,Natural,,60
1/25/2010,Big Cottonwood Canyon,Salt Lake,Unknown,,100
1/25/2010,Dutch Draw,Salt Lake,Snowboarder,3,20
1/25/2010,Big Cottonwood Canyon,Salt Lake,Natural,18,5
1/25/2010,Red Pine Canyon,Salt Lake,Skier,,"1,000"
1/25/2010,Wilson Glade,Salt Lake,Skier,2.5,350
1/25/2010,Salt Lake,Salt Lake,Explosive,4,
1/25/2010,Neffs,Salt Lake,Skier,3,300
1/24/2010,Ski areas,Salt Lake,,,
1/24/2010,West Monitor,Salt Lake,Snowboarder,3,"2,500"
1/24/2010,MacDonalds Draw,Salt Lake,Skier,2,100
1/24/2010,West Desolation Ridge,Salt Lake,Skier,3,"2,500"
1/24/2010,Salt Lake,Salt Lake,Unknown,,
1/24/2010,Salt Lake,Salt Lake,Unknown,18,30
1/24/2010,Bear Trap,Salt Lake,Skier,3,200
1/23/2010,Georges Bowl,Salt Lake,Skier,5,200
1/23/2010,"Parleys Peak, Pass",Salt Lake,Skier,3,200
1/23/2010,MacDonalds Draw,Salt Lake,Natural,4,150
1/23/2010,Powder Park,Salt Lake,Skier,2,70
1/23/2010,Thaynes,Salt Lake,Natural,,150
1/23/2010,Ski area control work,Salt Lake,Explosive,5,
1/23/2010,Francis Peak Ridgeline,Salt Lake,Natural,,
1/23/2010,Big Mac,Salt Lake,Explosive,3,400
1/23/2010,Park City Ridgeline,Salt Lake,Unknown,4.5,350
1/23/2010,Upper Mill Creek,Salt Lake,Natural,4,
1/23/2010,Salt Lake,Salt Lake,Snowboarder,2.5,700
1/23/2010,Cardiac Bowl,Salt Lake,Natural,,"2,500"
1/23/2010,Butler Basin,Salt Lake,Natural,,
1/23/2010,High Ivory,Salt Lake,Natural,,
1/23/2010,Ivory Flakes,Salt Lake,Natural,,
1/22/2010,Ski areas,Salt Lake,Unknown,,

1/22/2010,Short Swing,Salt Lake,Natural,18,40
1/22/2010,,Salt Lake,Snowboarder,2.5,600
1/22/2010,10420,Salt Lake,Skier,3.5,200
1/22/2010,Willows,Salt Lake,Skier,,200
1/22/2010,Ski areas,Salt Lake,Unknown,,
1/21/2010,Park City Ridgeline,Salt Lake,Unknown,2.5,25
1/21/2010,Y Coulior,Salt Lake,Natural,,
1/21/2010,,Salt Lake,Skier,4,
1/21/2010,Catherines,Salt Lake,Skier,10,60
1/21/2010,Hidden Canyon,Salt Lake,Skier,18,50
1/20/2010,Scotts Peak,Salt Lake,Skier,2,300
1/20/2010,Main Days,Salt Lake,Skier,18,200
1/20/2010,Days Headwall,Salt Lake,Natural,16,200
1/20/2010,Lake Desolation,Salt Lake,Skier,2,100
1/20/2010,East Bowl,Salt Lake,Skier,18,30
1/19/2010,10420,Salt Lake,Skier,2.5,100
1/19/2010,Lake Lakawaxen,Salt Lake,Skier,20,200
1/19/2010,Willows,Salt Lake,Skier,12,40
1/18/2010,Alexander Basin,Salt Lake,Skier,18,100
1/18/2010,Twin Lakes Pass,Salt Lake,Natural,2,100
1/11/2010,Mt Raymond,Salt Lake,Natural,2,125
1/10/2010,Park City Ridgeline,Salt Lake,Skier,,
1/10/2010,Park City Ridgeline,Salt Lake,Skier,12,40
1/10/2010,Pink Pine,Salt Lake,Skier,,20
1/8/2010,Park City Ridgeline,Salt Lake,Unknown,18,150
1/7/2010,Catchers Mit,Salt Lake,Skier,2,50
1/7/2010,Squaretop,Salt Lake,Unknown,10,50
1/7/2010,Monitors,Salt Lake,Unknown,,80
1/7/2010,Red Pine Canyon,Salt Lake,Unknown,18,150
1/6/2010,West Desolation Ridge,Salt Lake,Snowboarder,20,175
1/6/2010,Squaretop,Salt Lake,Skier,14,100
1/5/2010,Grizzly Gulch,Salt Lake,Unknown,12,20
1/3/2010,Cardiac Ridge,Salt Lake,Skier,12,15
1/2/2010,west porter,Salt Lake,Skier,10,30
1/2/2010,Kessler Peak,Salt Lake,Snowboarder,20,70
1/1/2010,Salt Lake,Salt Lake,Skier,10,10
1/1/2010,Little Water,Salt Lake,Skier,18,150
12/30/2009,Porter Fork,Salt Lake,Natural,,100
12/30/2009,South Monitor,Salt Lake,Skier,8,200
12/23/2009,Willows,Salt Lake,Skier,,100
12/23/2009,Dutch Draw,Salt Lake,Skier,2,80
12/22/2009,Salt Lake,Salt Lake,Natural,10,70
12/20/2009,Days Headwall,Salt Lake,Skier,2.5,50
12/18/2009,Main Days,Salt Lake,Unknown,,
12/17/2009,Squaretop,Salt Lake,Skier,18,
12/17/2009,Meadows,Salt Lake,Skier,2,50
12/17/2009,Cardiff Peak,Salt Lake,Skier,2.5,150
12/16/2009,Lake Desolation,Salt Lake,Skier,3,45
12/16/2009,East Bowl,Salt Lake,Unknown,,15
12/16/2009,East Bowl,Salt Lake,Skier,,

12/15/2009,Cardiff Peak,Salt Lake,Skier,,70
12/15/2009,Days Headwall,Salt Lake,Skier,20,150
12/15/2009,Mill Creek Canyon,Salt Lake,Unknown,3.5,100
12/15/2009,Pioneer Ridge,Salt Lake,Unknown,,100
12/15/2009,South Monitor Bowl,Salt Lake,Skier,,600
12/14/2009,Pioneer Ridge,Salt Lake,Snowboarder,3,100
12/14/2009,Silver Fork,Salt Lake,Skier,,
12/13/2009,Salt Lake,Salt Lake,Natural,20,100
12/13/2009,Butler Fork,Salt Lake,Skier,,80
12/13/2009,Salt Lake,Salt Lake,Natural,20,
12/13/2009,West Monitor,Salt Lake,Natural,14,100
12/13/2009,West Willow,Salt Lake,Natural,16,60
12/13/2009,Reynolds Pk,Salt Lake,Skier,3,300
12/12/2009,,Salt Lake,Skier,12,90
12/12/2009,Honeycomb Canyon,Salt Lake,Skier,18,25
12/12/2009,Grizzly Gulch,Salt Lake,Skier,13,70
12/12/2009,MacDonalds Draw,Salt Lake,Skier,12,30
12/12/2009,MacDonalds Draw,Salt Lake,Skier,3,300
12/12/2009,Twin Lakes Pass,Salt Lake,Skier,,
12/12/2009,West Bowl,Salt Lake,Skier,13,45
12/12/2009,Silver Fork,Salt Lake,Skier,16,40
12/10/2009,Scotties,Salt Lake,Skier,,30
12/8/2009,Rocky Point,Salt Lake,Skier,18,100
12/8/2009,Pioneer Bowl,Salt Lake,Unknown,,20
12/8/2009,West Bowl,Salt Lake,Natural,6,50
12/7/2009,Park City Ridgeline,Salt Lake,Skier,12,80
11/23/2009,South Monitor,Salt Lake,Skier,10,30
12/26/2008,,Salt Lake,Skier,4,100
12/16/2008,,Salt Lake,Snowmobiler,18,"1,000"
12/14/2008,,Salt Lake,Skier,12,125
12/14/2008,,Salt Lake,Skier,20,60
12/23/2007,,Salt Lake,Skier,3.5,100
12/13/2007,,Salt Lake,Snowboarder,18,100
12/13/2007,,Salt Lake,Snowboarder,2.5,80
2/21/2007,,Salt Lake,Skier,20,200
2/3/2007,,Salt Lake,Snowshoer,5,80
12/3/2006,,Salt Lake,Skier,2,"1,500"
4/3/2006,,Salt Lake,Snowboarder,15,100
12/3/2005,,Salt Lake,Skier,20,600
4/30/2005,,Salt Lake,,,
1/14/2005,,Salt Lake,Snowboarder,6,400
12/11/2004,,Salt Lake,Unknown,2.5,400
12/10/2004,,Salt Lake,Skier,18,200
2/26/2004,,Salt Lake,Snowshoer,,
2/15/2003,,Salt Lake,Skier,,
3/16/2002,,Salt Lake,Snowboarder,2.5,300
4/28/2001,,Salt Lake,Natural,,
2/28/2001,,Salt Lake,Skier,2,100
1/11/2000,,Salt Lake,Skier,5.5,600
2/6/1999,,Salt Lake,Hiker,,

11/7/1998,,Salt Lake,Snowboarder,,
12/26/1996,,Salt Lake,Snowboarder,,
3/27/1996,,Salt Lake,Skier,,
2/2/1996,,Salt Lake,,,
2/12/1995,,Salt Lake,Skier,,
11/7/1994,,Salt Lake,Skier,,
2/18/1994,,Salt Lake,Skier,,
4/3/1993,,Salt Lake,Skier,,
2/25/1993,,Salt Lake,Skier,,
4/1/1992,,Salt Lake,Skier,,
2/15/1987,,Salt Lake,Skier,3,450
11/20/1986,,Salt Lake,Hiker,,
11/20/1986,,Salt Lake,Hiker,2,100
2/19/1986,,Salt Lake,Natural,5,600
2/17/1986,,Salt Lake,Snowboarder,4,300
11/13/1985,,Salt Lake,Skier,3.5,175
3/19/1985,,Salt Lake,Skier,2,
1/2/1984,,Salt Lake,Skier,2,150
3/22/1982,,Salt Lake,Skier,2,175
3/1/1981,,Salt Lake,Skier,18,150
2/1/1981,,Salt Lake,Skier,3.5,50
1/11/1980,,Salt Lake,Skier,2.5,150
4/2/1979,,Salt Lake,Skier,2,300
3/3/1977,,Salt Lake,Skier,4,80
1/6/1976,,Salt Lake,Skier,2,
12/29/1973,,Salt Lake,Skier,3,60
1/20/1970,,Salt Lake,Skier,3,125
2/12/1967,,Salt Lake,Hiker,4,300
12/31/1965,,Salt Lake,Skier,,
,Broads Fork,Salt Lake,Natural,,
,Little Cottonwood Canyon,Salt Lake,Skier,,100
,Mill B South,Salt Lake,Unknown,3.5,90
,Salt Lake,Salt Lake,,,
,Main Days,Salt Lake,Natural,14,
,Mill B South,Salt Lake,Unknown,,
,Twin Lakes area,Salt Lake,Unknown,,100
,Mineral Fork,Salt Lake,Natural,,40
,East Hellgate,Salt Lake,Skier,6,50
,Bonkers,Salt Lake,Natural,4,90
,Cardiff Fork,Salt Lake,,,
,Salt Lake,Salt Lake,,,
,Tanners Gulch,Salt Lake,Natural,,
