Date,Area,Depth,Width,Dangerous
2/28/2018,Bonanza Flats,0.16666666666666666,50,FALSE
2/27/2018,Main Days,2,20,FALSE
2/26/2018,East Mineral,0.8333333333333334,30,FALSE
2/25/2018,Twin Lakes area,1,40,FALSE
2/25/2018,Little Cottonwood Canyon,1.1666666666666667,50,FALSE
2/25/2018,First Cornice Bowl,2,50,FALSE
2/25/2018,Twin Lakes area,1.3333333333333333,30,FALSE
2/24/2018,Main Porter,0.8333333333333334,20,FALSE
2/24/2018,Raymond Shoulder,1.3333333333333333,50,FALSE
2/21/2018,Superior,1,40,FALSE
2/20/2018,Claytons,1,30,FALSE
2/19/2018,Wilson Chutes,3,100,TRUE
2/19/2018,Davis Gulch,3,80,TRUE
2/19/2018,Toots to Boot,2,300,TRUE
2/19/2018,Sunset Peak,1.6666666666666667,50,FALSE
2/19/2018,West Monitor,2,500,TRUE
2/16/2018,West Monitor,2,350,TRUE
2/16/2018,Little Superior,1.1666666666666667,40,FALSE
2/15/2018,Catchers Mit,2,100,TRUE
2/15/2018,Pointy Peak,2,100,TRUE
2/15/2018,Airplane Peak,3.5,100,TRUE
2/15/2018,Hogum Hogback,2,70,TRUE
2/15/2018,Emma Ridges,1.5,20,FALSE
2/15/2018,Reynolds East Face,3,50,FALSE
1/31/2018,Alexander Basin,1.3333333333333333,70,TRUE
1/31/2018,Alexander Basin,1.3333333333333333,50,FALSE
1/28/2018,West Willow,1.6666666666666667,150,TRUE
1/27/2018,Lavina Creek,3,300,TRUE
1/25/2018,Davis Gulch,4.5,150,TRUE
1/25/2018,Silver Fork Headwall,1.5,15,FALSE
1/24/2018,Pointy Peak,2,100,TRUE
1/21/2018,Patsy Marly,1.25,100,TRUE
1/21/2018,Snake Creek,2.5,250,TRUE
1/21/2018,Hide A Way Park,2,100,TRUE
1/20/2018,Porter Fork,3,150,TRUE
1/20/2018,Park City Ridgeline,3,125,TRUE
1/16/2018,Davenport Hill,2.5,125,TRUE
1/13/2018,Snake Creek,2,90,TRUE
1/13/2018,Hallway Couloir,1.5,20,FALSE
1/13/2018,Snake Creek,0.8333333333333334,200,FALSE
